"nome_da_serie","temporada","media_nota_temporada","total_votos_temporada","ano_temporada"
"The Bomb Shelter","1",8.64285714285714,49,"2011"
"The Bonnie Hunt Show","2",8.2,100,"2009"
"The Bonnie Hunt Show","\N",5.2,286,"2008"
"The Book Club","1",9,60,"2012"
"The Book Club","\N",9.36666666666667,71,"2021"
"The Book Group","1",7.93333333333333,193,"2002"
"The Book Group","2",8.1,129,"2003"
"The Book of Boba Fett","1",7.85714285714286,147705,"2021"
"The Book of Dallas","1",9.3,6,"2012"
"The Book of Daniel","1",8.15,279,"2006"
"The Book of Negroes","1",7.88333333333333,557,"2015"
"The Book of Pooh","1",5.125,59,"2001"
"The Book of Pooh","2",5.8,12,"2001"
"The Book of Queer","1",8.36,174,"2022"
"The Boondocks","1",8.175,9373,"2005"
"The Boondocks","2",8.16,6411,"2007"
"The Boondocks","3",8.34666666666667,5592,"2010"
"The Boondocks","4",6.92,2431,"2014"
"The Boonies","1",6.92,32,"2016"
"The Booth at the End","1",7.86,729,"2010"
"The Booth at the End","2",7.8,514,"2012"
"The Booze, Bets and Sex That Built America","1",8.03333333333333,71,"2022"
"The Border","1",7.36923076923077,516,"2008"
"The Border","2",7.51538461538462,422,"2008"
"The Border","3",7.55,342,"2009"
"The Borgias","1",7.75555555555556,6606,"2011"
"The Borgias","2",8.06,5879,"2012"
"The Borgias","3",7.89,5107,"2013"
"The Borrowers","1",7.16666666666667,53,"1992"
"The Boss Affair","1",7.9,7,"2023"
"The Boss Baby: Back in Business","1",6.39230769230769,1650,"2018"
"The Boss Baby: Back in Business","2",6.79230769230769,1145,"2018"
"The Boss Baby: Back in Business","3",7.7,636,"2020"
"The Boss Baby: Back in Business","4",7.63846153846154,1025,"2020"
"The Boss Baby: Back in Business","\N",6.2,22,"2018"
"The Boss Baby: Back in the Crib","1",8.25,407,"2022"
"The Boss Baby: Back in the Crib","2",8.08125,290,"2023"
"The Bottom Line","1",10,8,"2019"
"The Boulet Brothers' Dragula: Search for the World's First Drag Supermonster","1",7.05,469,"2016"
"The Boulet Brothers' Dragula: Search for the World's First Drag Supermonster","2",7.58,691,"2017"
"The Boulet Brothers' Dragula: Search for the World's First Drag Supermonster","3",7.24,714,"2019"
"The Boulet Brothers' Dragula: Search for the World's First Drag Supermonster","4",8.14,1356,"2021"
"The Boulet Brothers' Dragula: Search for the World's First Drag Supermonster","5",7.96363636363636,708,"2023"
"The Boulet Brothers' Dragula: Titans","1",7.95555555555555,1078,"2022"
"The Bounder","1",6.35714285714286,76,"1982"
"The Bounder","2",5.65714285714286,54,"1983"
"The Bourne Identity","1",7.3,156,"1988"
"The Box","1",7.02,125,"2021"
"The Box of Delights","1",8.21666666666667,198,"1984"
"The Boy Merlin","1",6.26666666666667,15,"1979"
"The Boy Next Door","1",7.9,10,"2017"
"The Boy That Never Was","1",9,10,"2024"
"The Boys","1",8.55,144949,"2019"
"The Boys","2",8.55,136213,"2020"
"The Boys","3",8.625,160660,"2022"
"The Boys","4",7.9875,159784,"2024"
"The Boys from Brazil: Rise of the Bolsonaros","1",7.03333333333333,24,"2022"
"The Boys: VNN (Seven on 7)","1",6.92857142857143,290,"2021"
"The Boys: VNN (Seven on 7)","2",7.3,9,"2022"
"The Boys: VNN (Seven on 7)","3",7,9,"2022"
"The Brack Report","1",6.34,31,"1982"
"The Bradshaw Bunch","1",7.93,129,"2020"
"The Bradshaw Bunch","2",7.96,38,"2021"
"The Brady Brides","1",6.28571428571429,163,"1981"
"The Brady Bunch","1",7.008,6014,"1969"
"The Brady Bunch","2",7.0625,4936,"1970"
"The Brady Bunch","3",7.21739130434783,4898,"1971"
"The Brady Bunch","4",7.26086956521739,5169,"1972"
"The Brady Bunch","5",6.8,4928,"1973"
"The Brady Bunch Variety Hour","1",8.24444444444445,204,"1976"
"The Brady Kids","1",7.33076923076923,126,"1972"
"The Brady Kids","2",8,8,"1973"
"The Bradys","1",6.3,170,"1990"
"The Brain with David Eagleman","1",8.33333333333333,273,"2015"
"The Brain: A Secret History","1",7.2,6,"2011"
"The Brak Show","1",7.33333333333333,416,"2000"
"The Brak Show","2",7.46363636363636,336,"2002"
"The Brak Show","3",7.225,244,"2003"
"The Brave","1",8.3,5697,"2017"
"The Brave Ones","1",7.35,187,"2022"
"The Break","1",8.1,11,"2016"
"The Break","2",8.6,7,"2017"
"The Break","3",2.8,12,"2018"
"The Break with Michelle Wolf","1",6.45,1443,"2018"
"The Breaks","1",8.7,124,"2017"
"The Brendan Leonard Show","1",7.1,13,"2003"
"The Brian Benben Show","1",9.2,7,"2000"
"The Bridge","1",7.74838709677419,6474,"2010"
"The Bridge","2",7.68461538461538,3789,"2014"
"The Brief","1",7.5,178,"2004"
"The Brief","2",8.325,157,"2005"
"The Briefcase","1",7.3,7,"2015"
"The Brightest Star in the Sky","1",9.6,8,"2019"
"The Brink","1",7.83,3829,"2015"
"The British","1",7.67142857142857,70,"2014"
"The British Airways Killer","1",7.6,17,"2024"
"The British Tribe Next Door","1",5.8,6,"2019"
"The Brittas Empire","1",7.56666666666667,556,"1991"
"The Brittas Empire","2",7.87142857142857,526,"1992"
"The Brittas Empire","3",7.93333333333333,426,"1993"
"The Brittas Empire","4",8.025,545,"1994"
"The Brittas Empire","5",7.98888888888889,598,"1994"
"The Brittas Empire","6",7.42857142857143,378,"1996"
"The Brittas Empire","7",7.36666666666667,466,"1996"
"The Broken Marriage Vow","1",6.4,12,"2022"
"The Broken News","1",7.7625,219,"2022"
"The Broken News","2",8.1875,93,"2024"
"The Broken and the Bad","1",8.51666666666667,132,"2020"
"The Brokenwood Mysteries","1",7.55,1934,"2014"
"The Brokenwood Mysteries","10",8,774,"2024"
"The Brokenwood Mysteries","2",7.65,1540,"2015"
"The Brokenwood Mysteries","3",7.725,1438,"2016"
"The Brokenwood Mysteries","4",7.775,1333,"2017"
"The Brokenwood Mysteries","5",7.675,1252,"2018"
"The Brokenwood Mysteries","6",7.775,1223,"2019"
"The Brokenwood Mysteries","7",7.95,1787,"2021"
"The Brokenwood Mysteries","8",7.81666666666667,1553,"2022"
"The Brokenwood Mysteries","9",7.61666666666667,1291,"2023"
"The Broker's Man","1",7.68333333333333,155,"1997"
"The Broker's Man","2",7.35,121,"1998"
"The Brontës of Haworth","1",6.94,44,"1973"
"The Bronx Is Burning","1",7.7375,319,"2007"
"The Brothers","1",7.31,116,"1972"
"The Brothers","2",7.53846153846154,122,"1973"
"The Brothers","3",7.70769230769231,143,"1974"
"The Brothers","4",7.2,54,"1974"
"The Brothers","6",7.2,6,"1976"
"The Brothers Garcia","1",7.4,13,"2000"
"The Brothers Garcia","3",5.2,12,"2002"
"The Brothers Garcia","4",6.93333333333333,34,"2003"
"The Brothers Grunt","1",3.5,17,"1994"
"The Brothers Sun","1",7.65,5626,"2024"
"The Bubble","1",6.86666666666667,89,"2010"
"The Buccaneers","1",6.72884615384615,2417,"1956"
"The Bud Brothers Series","1",9.1,26,"2009"
"The Buddha of Suburbia","1",6.175,75,"1993"
"The Buddy Holly Conspiracy","1",8.4,6,"2017"
"The Bugaloos","1",7.8,178,"1970"
"The Bugs Bunny Show","1",7.91153846153846,1552,"1960"
"The Bugs Bunny Show","2",7.65769230769231,1392,"1961"
"The Bugs Bunny Show","3",7.04230769230769,576,"1971"
"The Bugs Bunny and Tweety Show","1",7.16315789473684,352,"1986"
"The Bugs Bunny and Tweety Show","7",7.2,22,"1992"
"The Bugs Bunny/Looney Tunes Comedy Hour","1",6.9,70,"1985"
"The Bugs Bunny/Looney Tunes Comedy Hour","2",7.4,74,"1986"
"The Bugs Bunny/Road Runner Hour","1",7.8,25,"1968"
"The Bugs Bunny/Road Runner Hour","2",7.9,13,"1969"
"The Building","1",4.85,184,"1993"
"The Buildings That Fought Hitler","1",6.92,40,"2021"
"The Bull of Dalal Street","1",8.3,6,"2020"
"The Bureau","1",2.8,96,"2009"
"The Bureau of Magical Things","1",7.695,2042,"2018"
"The Bureau of Magical Things","2",7.22,862,"2021"
"The Buried Life","1",8.225,26,"2010"
"The Burn with Jeff Ross","1",7.91666666666667,107,"2012"
"The Burn with Jeff Ross","2",7.78333333333333,43,"2013"
"The Burning Girls","1",7.38333333333333,318,"2023"
"The Burning Zone","1",7.60526315789474,322,"1996"
"The Bush Years: Family, Duty, Power","1",7.08333333333333,68,"2019"
"The Business","1",4.95,73,"2006"
"The Business of Drugs","1",7.01666666666667,739,"2020"
"The Buster Keaton Show","\N",5.8,8,"1951"
"The Busy World of Richard Scarry","1",8.2,116,"1993"
"The Busy World of Richard Scarry","2",9.4,7,"1994"
"The Busy World of Richard Scarry","3",9.4,7,"1995"
"The Busy World of Richard Scarry","4",8.2,7,"1994"
"The Busy World of Richard Scarry","5",8.625,50,"1996"
"The Buzz","2",5.2,6,"2003"
"The Buzz on Maggie","1",8.11290322580645,297,"2005"
"The Byrds of Paradise","1",7.8,8,"1994"
"The CBS Festival of Lively Arts for Young People","2",9.7,22,"1975"
"The CBS Festival of Lively Arts for Young People","4",8.6,8,"1977"
"The CBS Festival of Lively Arts for Young People","\N",8.7,9,"1980"
"The CEO's Contract Wife","1",9.2,22,"2022"
"The CLAN","1",8.5,10,"2013"
"The Cabin Chronicles","1",6.8,5,"2021"
"The Cabin with Bert Kreischer","1",7.06,1001,"2020"
"The Cabins","1",3,11,"2021"
"The Caesars","1",7.96666666666667,116,"1968"
"The Cafe","1",7.3,197,"2011"
"The Cafe","2",7.78571428571429,166,"2013"
"The Cage","1",9.08,39,"2022"
"The Cahill Network Saga","1",6.73333333333333,65,"2010"
"The Cahill Network Saga","2",5.9375,74,"2011"
"The Cahill Network Saga","3",7.42,102,"2012"
"The Cahill Network Saga","4",7.675,59,"2015"
"The Calculus Zone","1",7.2,20,"2014"
"The Calculus Zone","2",7.2,20,"2014"
"The Californians","1",7.12162162162162,459,"1957"
"The Californians","2",6.9625,351,"1958"
"The Call Boy I Met in Paris","1",8.9,37,"2024"
"The Call Centre","1",6.7,7,"2013"
"The Calling","1",7.475,1132,"2022"
"The Cameron Years","1",7.85,22,"2019"
"The Camomile Lawn","1",7.38,215,"1992"
"The Canadians","\N",7.4,9,"2000"
"The Candid Eye","1",7.35,254,"1958"
"The Canterbury Tales","1",7.4,42,"1998"
"The Canterbury Tales","2",7.1,21,"2000"
"The Canterville Ghost","1",7.6,182,"2021"
"The Cape","1",7.10666666666667,1968,"1996"
"The Capone Investment","1",6.46666666666667,56,"1974"
"The Captain","1",8.37142857142857,428,"2022"
"The Captain and Tennille","1",3.8,10,"1976"
"The Captains Close Up","1",7.48,167,"2013"
"The Capture","1",8.11666666666667,4934,"2019"
"The Capture","2",8.48333333333333,3608,"2022"
"The Capture of the Green River Killer","1",6.85,65,"2008"
"The Car Show","1",1.1,110,"2011"
"The Carbonaro Effect","1",8.23076923076923,674,"2014"
"The Carbonaro Effect","2",8.00769230769231,445,"2015"
"The Carbonaro Effect","3",8.08571428571429,162,"2017"
"The Carbonaro Effect","4",9.03571428571429,127,"2018"
"The Carbonaro Effect","5",8.725,67,"2019"
"The Care Bears","1",6.96923076923077,270,"1986"
"The Care Bears","2",7,79,"1987"
"The Care Bears","3",7.57,432,"1988"
"The Carlos Watson Show","1",1.2,131,"2020"
"The Carmichael Show","1",7.16666666666667,755,"2015"
"The Carmichael Show","2",7.73076923076923,1192,"2016"
"The Carmichael Show","3",7.74615384615385,991,"2017"
"The Carol Burnett Show","1",7.56666666666667,2020,"1967"
"The Carol Burnett Show","10",7.84,1094,"1975"
"The Carol Burnett Show","11",7.37083333333333,868,"1977"
"The Carol Burnett Show","2",7.48148148148148,1346,"1968"
"The Carol Burnett Show","3",7.4962962962963,1153,"1969"
"The Carol Burnett Show","4",7.42962962962963,1059,"1970"
"The Carol Burnett Show","5",7.4875,978,"1971"
"The Carol Burnett Show","6",7.564,1045,"1972"
"The Carol Burnett Show","7",7.7,1183,"1973"
"The Carol Burnett Show","8",7.78,1177,"1974"
"The Carol Burnett Show","9",7.648,1220,"1975"
"The Carrie Diaries","1",7.54615384615385,2732,"2013"
"The Carrie Diaries","2",7.86153846153846,1905,"2013"
"The Cars That Made America","1",7.7,122,"2017"
"The Cars That Made the World","1",7.75,73,"2020"
"The Casagrandes","1",6.485,1931,"2019"
"The Casagrandes","2",5.81111111111111,1392,"2020"
"The Casagrandes","3",7.22272727272727,1098,"2021"
"The Casagrandes","\N",6.47142857142857,323,"2021"
"The Case","1",6,47,"2011"
"The Case Against Adnan Syed","1",7.175,554,"2019"
"The Case That Haunts Me","1",7.7625,131,"2018"
"The Case That Haunts Me","2",8,67,"2019"
"The Case That Haunts Me","3",7.6875,54,"2020"
"The Case of: JonBenét Ramsey","1",7.85,71,"2016"
"The Case-Book of Sherlock Holmes","1",7.73333333333333,4838,"1991"
"The Case-Book of Sherlock Holmes","2",7.4,1310,"1992"
"The Case-Book of Sherlock Holmes","3",6.65,2611,"1993"
"The Cases of Eddie Drake","1",6.2,28,"1952"
"The Casino","1",6.04,58,"2020"
"The Casketeers","1",6.88333333333333,100,"2018"
"The Casketeers","2",7.25,84,"2019"
"The Castaways","1",6.56,204,"2023"
"The Casual Vacancy","1",7.16666666666667,524,"2015"
"The Cat in the Hat Knows a Lot About That!","1",7.8,7,"2010"
"The Catch","1",7.51333333333333,3605,"2016"
"The Catch","2",7.57,1911,"2017"
"The Caterpillar Effect","1",9.35,30,"2018"
"The Caterpillar Effect","2",8.95,21,"2018"
"The Catherine Tate Show","1",7.1,390,"2004"
"The Catherine Tate Show","2",7.71428571428571,343,"2005"
"The Catherine Tate Show","3",7.63333333333333,296,"2006"
"The Catherine Tate Show","\N",8.125,414,"2005"
"The Cazalets","1",7.96666666666667,175,"2001"
"The Cedar Tree","1",7.6,25,"1976"
"The Celebrity Circle","1",7.56666666666667,61,"2021"
"The Celebrity Dating Game","1",5.78333333333333,100,"2021"
"The Celebrity Game","\N",1.1,116,"1964"
"The Celts","1",7.73333333333333,50,"2000"
"The Celts: Blood, Iron and Sacrifice","1",7.5,139,"2015"
"The Center Seat: 55 Years of Star Trek","1",8.34545454545455,832,"2021"
"The Century of Warfare","1",8.7,6,"1993"
"The Century of the Self","1",8.375,802,"2002"
"The Century: America's Time","1",8.55,77,"1999"
"The Chadwick Journals","1",7.33333333333333,21,"2011"
"The Chair","1",7.4,3137,"2014"
"The Challenge Argentina: El desafío","1",9.73333333333333,110,"2023"
"The Challenge Show","1",9.82777777777778,187,"2014"
"The Challenge Show","2",9.58181818181818,111,"2015"
"The Challenge Show","3",8.9125,90,"2017"
"The Challenge Show","4",9.075,44,"2018"
"The Challenge Show","5",9.97345132743363,699,"2022"
"The Challenge: All Stars","1",8.3,372,"2021"
"The Challenge: All Stars","2",8.2,315,"2021"
"The Challenge: All Stars","3",8.41,314,"2022"
"The Challenge: All Stars","4",8.175,307,"2024"
"The Challenge: Australia","1",9.38,107,"2022"
"The Challenge: Champs vs. Pros","1",8.01666666666667,76,"2017"
"The Challenge: Champs vs. Pros","2",8.3375,99,"2017"
"The Challenge: Champs vs. Pros","3",8.75,105,"2018"
"The Challenge: Home Turf","1",8.8,115,"2024"
"The Challenge: UK","1",7.84,75,"2023"
"The Challenge: USA","1",8.09090909090909,723,"2022"
"The Challenge: USA","2",8.39285714285714,597,"2023"
"The Challenge: Untold History","1",9.23333333333333,117,"2022"
"The Challenge: World Championship","1",8.275,394,"2023"
"The Chameleon Killer","1",7.55,18,"2021"
"The Champions","1",7.46666666666667,2597,"1968"
"The Champions","2",8.72,67,"2019"
"The Champions","3",8.85,87,"2019"
"The Champions","4",7.68,81,"2020"
"The Champions","5",8.66,65,"2021"
"The Champions","6",8.46666666666667,30,"2022"
"The Champions","7",8,9,"2022"
"The Change","1",7.71666666666667,282,"2023"
"The Changeling","1",6.2,2822,"2023"
"The Changes","1",7.11,99,"1975"
"The Characters","1",6.6125,1611,"2016"
"The Chargesheet: Innocent or Guilty?","1",6.4625,148,"2020"
"The Charlie Brown and Snoopy Show","1",8.26923076923077,847,"1983"
"The Charlie Brown and Snoopy Show","2",8.2,314,"1985"
"The Charlotte Crosby Experience","1",8,5,"2014"
"The Charmer","1",7.23333333333333,39,"1987"
"The Charmings","1",6.58,44,"1987"
"The Charmings","2",6.4,8,"1987"
"The Chase","1",7.85714285714286,437,"2006"
"The Chase","13",8.9,9,"2019"
"The Chase","2",7.746875,345,"2007"
"The Chase","3",7.64736842105263,242,"2014"
"The Chase","4",8.1,15,"2014"
"The Chase","5",8.4,7,"2015"
"The Chase","\N",3.4,8,"2016"
"The Chaser Decides","2",8,7,"2007"
"The Chaser's War on Everything","1",7.325,362,"2006"
"The Chaser's War on Everything","2",7.312,323,"2007"
"The Chaser's War on Everything","3",7.8875,80,"2009"
"The Chasers Road Trip: Trains, Brains and Automobiles","1",6,5,"2021"
"The Cheap Seats","1",5.9,13,"2021"
"The Cheat","1",7.96,955,"2017"
"The Cheat","2",8.14285714285714,358,"2018"
"The Cheat","3",8.91428571428571,358,"2019"
"The Cheaters","1",6.6,6,"1961"
"The Checkout","1",8.8,14,"2013"
"The Checkup with Dr. David Agus","1",7.8,6,"2022"
"The Chef Show","1",7.785,2610,"2019"
"The Chef Show","2",7.74,394,"2020"
"The Chelsea Detective","1",7.35,1836,"2022"
"The Chelsea Detective","2",7.425,1092,"2023"
"The Chelsea Handler Show","1",8.3,11,"2006"
"The Chemistry of Death","1",7.1,1058,"2023"
"The Chernobyl Disaster","1",7.43333333333333,42,"2022"
"The Chevy Chase Show","1",4.4,16,"1993"
"The Chevy Mystery Show","1",7,62,"1960"
"The Chi","1",7.78,2030,"2018"
"The Chi","2",7.85,1302,"2019"
"The Chi","3",7.49,1268,"2020"
"The Chi","4",6.89,902,"2021"
"The Chi","5",7.22,656,"2022"
"The Chi","6",8.05,834,"2023"
"The Chica Show","1",3.3,26,"2012"
"The Chica Show","2",3,21,"2013"
"The Chicago Code","1",7.80769230769231,1552,"2011"
"The Chicken Squad","1",8,14,"2021"
"The Chief","1",6.58,36,"1990"
"The Chief","4",7.3,7,"1994"
"The Children","1",5.5,7,"2008"
"The Children of Green Knowe","1",8.6,29,"1986"
"The Chillenden Murders","1",8.1,17,"2017"
"The Chinese Detective","1",7.8,24,"1981"
"The Chinese Detective","2",7.875,21,"1982"
"The Chisholms","1",7.4,49,"1979"
"The Chisholms","2",6.63333333333333,70,"1980"
"The Choe Show","1",9.175,134,"2021"
"The Choice","1",8.43225806451613,1449,"2012"
"The Choice","3",6.3625,167,"2022"
"The Choir: Boys Don't Sing","1",9,6,"2008"
"The Chopping Block","1",4.2,5,"2009"
"The Chosen","1",9,17183,"2017"
"The Chosen","2",9.075,8337,"2021"
"The Chosen","3",9.2125,5972,"2022"
"The Chosen","4",9.2375,3092,"2024"
"The Chosen","\N",9.2,262,"2021"
"The Chosen One","1",6.68333333333333,489,"2023"
"The Chris Gethard Show","2",9.6,60,"2016"
"The Chris Gethard Show","3",8.87272727272727,118,"2017"
"The Chris Gethard Show: Public Access","1",6.96666666666667,16,"2011"
"The Chris Isaak Show","1",7.57647058823529,145,"2001"
"The Chris Isaak Show","2",7.9625,56,"2002"
"The Chris Isaak Show","3",7.975,33,"2004"
"The Chris Rock Show","1",7.88,80,"1997"
"The Chris Rock Show","2",7.475,144,"1997"
"The Chris Rock Show","3",8,43,"1998"
"The Chris Rock Show","5",7.7,10,"2000"
"The Chris and Rosie Ramsey Show","1",7.9,16,"2022"
"The Christophers","\N",8.8,18,"1957"
"The Chronicle","1",7.58,192,"2001"
"The Chronicles of Nadiya","1",7.7,7,"2016"
"The Churchills","1",7.7,33,"2012"
"The Cinder Path","1",6.36666666666667,48,"1994"
"The Cinema Couch","1",8,98,"2013"
"The Cinema Couch","2",9,7,"2013"
"The Cinema Couch","\N",5.4,7,"2013"
"The Cinema Snob","1",7.49565217391304,474,"2007"
"The Cinema Snob","10",8.65918367346939,1205,"2016"
"The Cinema Snob","11",8.42666666666667,1141,"2017"
"The Cinema Snob","12",7.89183673469388,848,"2018"
"The Cinema Snob","13",7.39591836734694,766,"2019"
"The Cinema Snob","14",6.356,760,"2020"
"The Cinema Snob","15",6.92307692307692,571,"2021"
"The Cinema Snob","16",7.46,67,"2022"
"The Cinema Snob","2",7.78181818181818,388,"2008"
"The Cinema Snob","3",7.84074074074074,475,"2009"
"The Cinema Snob","4",8.1390243902439,835,"2010"
"The Cinema Snob","5",8.18444444444444,922,"2011"
"The Cinema Snob","6",8.17941176470588,626,"2012"
"The Cinema Snob","7",8.12619047619048,863,"2013"
"The Cinema Snob","8",8.39565217391304,955,"2014"
"The Cinema Snob","9",8.29772727272727,916,"2015"
"The Cinema Snob","\N",7.61111111111111,89,"2010"
"The Cinematic Universe","1",9.4,1383,"2016"
"The Circle","1",7.2741935483871,3045,"2018"
"The Circle","2",7.41714285714286,2681,"2019"
"The Circle","3",7.40588235294118,2006,"2021"
"The Circle","4",7.46153846153846,1385,"2022"
"The Circle","5",7.31538461538462,1145,"2022"
"The Circle","6",7.21538461538462,745,"2024"
"The Circle Brasil","1",6.64166666666667,364,"2020"
"The Circle Game","1",7.425,402,"2020"
"The Circuit","1",8.2,134,"2007"
"The Circuit","2",8.55,92,"2009"
"The Circus: Inside the Greatest Political Show on Earth","1",6.65769230769231,588,"2016"
"The Circus: Inside the Greatest Political Show on Earth","2",6.125,106,"2017"
