"nome_da_serie","temporada","media_nota_temporada","total_votos_temporada","ano_temporada"
"Les beaux malaises","1",7.43,161,"2014"
"Les beaux malaises","2",7.76666666666667,160,"2014"
"Les beaux malaises","3",7.52727272727273,115,"2016"
"Les beaux mecs","1",7.4125,93,"2011"
"Les bleus: premiers pas dans la police","1",6.62,94,"2006"
"Les bleus: premiers pas dans la police","2",6.4,36,"2009"
"Les bleus: premiers pas dans la police","3",6.8,6,"2010"
"Les bleus: premiers pas dans la police","4",6.86666666666667,18,"2010"
"Les boeuf-carottes","\N",6.53333333333333,70,"1995"
"Les brigades du Tigre","1",8.7,532,"1974"
"Les brigades du Tigre","2",7.05,497,"1975"
"Les brigades du Tigre","3",7.98333333333333,494,"1976"
"Les brigades du Tigre","4",7.51666666666667,492,"1978"
"Les brigades du Tigre","5",8.05,482,"1982"
"Les brigades du Tigre","6",7.48333333333333,486,"1983"
"Les cinq dernières minutes","1",7.425,504,"1958"
"Les cinq dernières minutes","2",5.8,7,"1974"
"Les cinq dernières minutes","3",6.6,120,"1975"
"Les combattantes","1",7.65,1008,"2022"
"Les combattants de l'ombre - Des résistants européens contre le nazisme","1",7.86666666666667,25,"2011"
"Les compagnons de Baal","1",7.6,5,"1968"
"Les coulisses de l'Histoire","1",7.5,120,"2018"
"Les coulisses de l'Histoire","2",7.55,99,"2021"
"Les coulisses de l'Histoire","3",6.98,61,"2023"
"Les couples mythiques du cinéma","1",7.2,7,"2015"
"Les couples mythiques du cinéma","3",7.6,12,"2019"
"Les dames de la côte","1",6.4,6,"1979"
"Les de l'hoquei","1",7.8,269,"2019"
"Les de l'hoquei","2",8.28461538461539,115,"2020"
"Les derniers jours d'une icône","\N",7.1,10,"2008"
"Les documents interdits","1",5.75384615384615,153,"1989"
"Les dossiers de l'écran","\N",6.91666666666667,259,"1977"
"Les dossiers secrets de l'inspecteur Lavardin","1",6.775,238,"1988"
"Les duettistes","1",7.46666666666667,49,"1999"
"Les engagés","1",7.78,170,"2017"
"Les engagés","2",6.26666666666667,76,"2018"
"Les enquêtes du commissaire Maigret","1",7.48125,1098,"1967"
"Les enthousiastes","\N",6.7,115,"1981"
"Les folles aventures","1",8.5,12,"2019"
"Les gars et les filles","\N",6.8,7,"2012"
"Les grandes Grandes Vacances","1",8.98,157,"2015"
"Les grandes batailles","\N",7.6,11,"1971"
"Les grands","1",7.55,16,"2016"
"Les grands duels du sport","\N",8.2,30,"2006"
"Les grands détectives","1",6.4,5,"1974"
"Les grands reportages","1",7.3,8,"2016"
"Les grands reportages","\N",7.0375,226,"2013"
"Les hautes herbes","1",6,52,"2021"
"Les hommes de l'ombre","1",7.75,256,"2012"
"Les hommes de l'ombre","2",7.7,186,"2014"
"Les hommes de l'ombre","3",7.81666666666667,174,"2016"
"Les impatientes","1",6.73333333333333,19,"2018"
"Les innocents","1",7.85,110,"2018"
"Les invincibles","1",8.2,15,"2005"
"Les invincibles","3",8.9,8,"2009"
"Les invisibles","1",6.53333333333333,74,"2021"
"Les invisibles","2",7.42,32,"2022"
"Les invisibles","3",7.3,27,"2023"
"Les jumeaux du bout du monde","1",6.20192307692308,374,"1991"
"Les jupons de la révolution","1",5.55,37,"1989"
"Les liaisons dangereuses","1",6.4,21,"2003"
"Les mercredis de l'histoire","\N",7.04,2296,"2002"
"Les mercredis de la vie","\N",6.43636363636364,304,"1993"
"Les misérables","1",7.625,283,"2000"
"Les mondes engloutis","1",5.32272727272727,202,"1985"
"Les mondes engloutis","2",6.03846153846154,179,"1986"
"Les mondes perdus","1",7.3,50,"2016"
"Les monos","2",7.4,7,"2000"
"Les mystères de l'amour","6",6,9,"2014"
"Les mystérieuses cités d'or","1",6.42692307692308,206,"2012"
"Les mystérieuses cités d'or","2",6.45,11,"2016"
"Les nazis et l'argent","1",7.3,15,"2021"
"Les nouvelles aventures de Lucky Luke","1",6.94423076923077,881,"2001"
"Les nouvelles aventures de Peter Pan","1",6.25,13,"2012"
"Les nouvelles aventures de Vidocq","1",6.93333333333333,19,"1971"
"Les nouvelles aventures de Vidocq","2",7.3,7,"1973"
"Les oubliées","1",7,58,"2007"
"Les petits meurtres d'Agatha Christie","1",7.11818181818182,1584,"2009"
"Les petits meurtres d'Agatha Christie","2",7.72592592592593,5062,"2013"
"Les petits meurtres d'Agatha Christie","3",6.81,461,"2021"
"Les petits secrets des grands tableaux","1",7.2,10,"2015"
"Les petits secrets des grands tableaux","2",7.5,10,"2015"
"Les petits secrets des grands tableaux","3",8.05,21,"2016"
"Les petits secrets des grands tableaux","4",8.1,7,"2017"
"Les petits secrets des grands tableaux","5",7.5,10,"2019"
"Les plus grands musées du monde","\N",6.6,10,"2017"
"Les plus grands peintres du monde","1",7.71818181818182,151,"2017"
"Les plus grands peintres du monde","\N",6.9,27,"2016"
"Les poisons de Poutine","1",7.2,23,"2023"
"Les pouvoirs du cerveau","1",7.65,16,"2016"
"Les pêcheurs","1",7.4,6,"2013"
"Les quatre soeurs","1",7.925,93,"2018"
"Les randonneuses","1",5.91666666666667,43,"2023"
"Les redoutables","\N",6,11,"2001"
"Les revenants","1",7.9375,4505,"2012"
"Les revenants","2",7.35,2092,"2015"
"Les rivières pourpres","1",7.0125,1354,"2018"
"Les rivières pourpres","2",6.8875,822,"2020"
"Les rivières pourpres","3",6.95,720,"2021"
"Les rivières pourpres","4",6.3,510,"2022"
"Les rois maudits","1",7.70909090909091,206,"1972"
"Les routes de l'esclavage","1",7.85,80,"2018"
"Les routes de la terreur","1",7.75,22,"2011"
"Les réseaux de l'extrême","1",9.325,45,"2013"
"Les sauvages","1",6.93333333333333,131,"2019"
"Les sauvagines","1",7.3,11,"1973"
"Les secrets","1",5.93333333333333,21,"2018"
"Les toqués","1",6.4,24,"2009"
"Les tragédies minuscules","1",6.47142857142857,66,"1999"
"Les tricheurs","1",7.9,8,"2006"
"Les tricheurs","2",5.6,13,"2008"
"Les tropiques de l'amour","1",5.2,11,"2003"
"Les tropiques de l'amour","2",6.9,20,"2003"
"Les témoins","1",7.36666666666667,607,"2014"
"Les témoins","2",6.9625,569,"2017"
"Les vivants et les morts","1",7.9625,47,"2010"
"Les voyages extraordinaires de Jules Verne","1",7.38333333333333,230,"2000"
"Les zinzins de l'espace","1",7.6,9,"1997"
"Lesbian Sex and Sexuality","1",6.15,19,"2007"
"Less Than Kind","1",7.08333333333333,87,"2008"
"Less Than Kind","2",8.60909090909091,84,"2010"
"Less Than Kind","3",8.66,38,"2012"
"Less Than Perfect","1",7.02272727272727,1042,"2002"
"Less Than Perfect","2",6.675,1091,"2003"
"Less Than Perfect","3",6.39545454545454,975,"2004"
"Less Than Perfect","4",6.91666666666667,294,"2006"
"Less Than Super","1",8.8,5,"2016"
"Lesson in Love","1",8.7,6,"2022"
"Lessons from the Screenplay","1",8.21818181818182,85,"2016"
"Lessons from the Screenplay","2",8.39090909090909,83,"2017"
"Lessons in Chemistry","1",8.2,10458,"2023"
"Lessons in Seppuku","1",8.61666666666667,86,"2009"
"Lest We Forget","1",7.4,6,"2018"
"Let Me Be Your Knight","1",8.3,6,"2021"
"Let Them Eat Cake","1",8.2,194,"1999"
"Let Us Prey: A Ministry of Scandals","1",8.36666666666667,24,"2023"
"Let the Right One In","1",7.81,2974,"2022"
"Let the World See","1",6.66666666666667,78,"2022"
"Let's Animate","2",8.76666666666667,26,"2014"
"Let's Be Real","1",7.36,118,"2020"
"Let's Eat","1",8.19375,167,"2013"
"Let's Eat","2",7.17222222222222,98,"2015"
"Let's Eat","3",6.4,8,"2018"
"Let's Game It Out","1",9.4,5,"2021"
"Let's Get Physical","1",7.375,187,"2018"
"Let's Go Luna!","1",7.28333333333333,59,"2018"
"Let's Imagine","1",7.3,10,"1963"
"Let's Paint TV","\N",9.5625,117,"2004"
"Let's Play GTA V","1",8.5,13,"2019"
"Let's Stay Together","1",6.8,5,"2011"
"Let's Talk About CHU","1",7.9625,119,"2024"
"Lethal Weapon","1",8.11666666666667,18387,"2016"
"Lethal Weapon","2",8.14090909090909,15013,"2017"
"Lethal Weapon","3",6.98,10990,"2018"
"Lethally Blonde","1",6.1,107,"2024"
"Letter to Loretta","1",6.99444444444444,766,"1953"
"Letter to Loretta","2",7.73636363636364,388,"1954"
"Letter to Loretta","3",6.88333333333333,63,"1955"
"Letter to Loretta","4",7.76111111111111,178,"1956"
"Letter to Loretta","5",8.1,58,"1957"
"Letter to Loretta","6",8.32222222222222,82,"1958"
"Letter to Loretta","7",7.725,88,"1959"
"Letter to Loretta","8",7.72222222222222,91,"1960"
"Lettere italiene","1",7.8,5,"2012"
"Letterkenny","1",7.8,3733,"2016"
"Letterkenny","10",8.21428571428571,1363,"2021"
"Letterkenny","11",7.65714285714286,1071,"2022"
"Letterkenny","12",8.01666666666667,919,"2023"
"Letterkenny","2",8.42857142857143,3109,"2016"
"Letterkenny","3",8.35714285714286,2661,"2017"
"Letterkenny","4",8.18571428571429,2356,"2017"
"Letterkenny","5",8.28333333333333,2373,"2018"
"Letterkenny","6",8.4375,2389,"2018"
"Letterkenny","7",8.11666666666667,1767,"2019"
"Letterkenny","8",8.48571428571429,2063,"2019"
"Letterkenny","9",8.17142857142857,1721,"2020"
"Letters from Hollywood","\N",7.7,10,"2021"
"Letzte Spur Berlin","1",6.7,124,"2012"
"Letzte Spur Berlin","10",6.23076923076923,200,"2021"
"Letzte Spur Berlin","11",5.9,158,"2022"
"Letzte Spur Berlin","12",5.58333333333333,111,"2023"
"Letzte Spur Berlin","13",4.81666666666667,106,"2024"
"Letzte Spur Berlin","2",6.69166666666667,200,"2013"
"Letzte Spur Berlin","3",6.54166666666667,180,"2014"
"Letzte Spur Berlin","4",6.58333333333333,184,"2015"
"Letzte Spur Berlin","5",6.46666666666667,159,"2016"
"Letzte Spur Berlin","6",6.40833333333333,158,"2017"
"Letzte Spur Berlin","7",5.93333333333333,208,"2018"
"Letzte Spur Berlin","8",6.05,190,"2019"
"Letzte Spur Berlin","9",6.26923076923077,183,"2020"
"Leute","\N",6.2,6,"1983"
"Leute heute","\N",5.76666666666667,65,"2002"
"Leva Life","1",8.3,7,"2023"
"Level 1 dakedo Unique Skill de Saikyou desu","1",7.36666666666667,294,"2023"
"Level 9","1",7.16923076923077,136,"2000"
"Level E","1",8.79230769230769,377,"2011"
"Level Playing Field","1",8.375,37,"2021"
"Level Up","1",6.47727272727273,185,"2012"
"Level Up","2",7.42,76,"2012"
"Level Up","3",8.16666666666667,30,"2012"
"Level Up Norge","7",9.35,16,"2017"
"Leverage","1",8.23846153846154,12560,"2008"
"Leverage","2",8.25333333333333,11292,"2009"
"Leverage","3",8.41875,11480,"2010"
"Leverage","4",8.4,12264,"2011"
"Leverage","5",8.42666666666667,9764,"2012"
"Leverage: Redemption","1",8.38125,12294,"2021"
"Leverage: Redemption","2",8.18461538461539,3865,"2022"
"Levius","1",7.65833333333333,278,"2019"
"Lewis","1",7.825,5354,"2006"
"Lewis","2",7.875,3226,"2008"
"Lewis","3",7.8,2998,"2009"
"Lewis","4",7.825,2812,"2010"
"Lewis","5",7.85,2583,"2011"
"Lewis","6",7.8,2557,"2012"
"Lewis","7",7.88333333333333,3186,"2013"
"Lewis","8",7.88333333333333,2871,"2014"
"Lewis","9",7.86666666666667,2695,"2015"
"Lex","1",7.4,10,"2008"
"Lexx","1",7.275,1667,"1996"
"Lexx","2",6.735,3122,"1998"
"Lexx","3",6.98461538461538,1530,"2000"
"Lexx","4",7.15,2553,"2001"
"Leyla ile Mecnun","1",8.61,9500,"2011"
"Leyla ile Mecnun","2",8.48048780487805,13563,"2011"
"Leyla ile Mecnun","3",8.31162790697674,12467,"2012"
"Leyla ile Mecnun","4",8.45,3452,"2021"
"Leyla ile Mecnun","5",8.09,2122,"2021"
"Leyla ile Mecnun","6",8.6,1819,"2022"
"Leyla ile Mecnun","7",7.79,1451,"2023"
"Li Xiang Jin Qu","1",6,7,"2017"
"Li Xiao Long chuan qi","1",7.986,939,"2008"
"Liaison","1",7.25,1498,"2023"
"Liaisons","1",8.8,14,"2015"
"Lian hua lou","1",6.555,1289,"2023"
"Liang Bu Yi","1",6.6,5,"2021"
"Liangchen meijing hao shíguang","1",7.78181818181818,97,"2021"
"Liar","1",7.21666666666667,2172,"2017"
"Liar","2",6.71666666666667,1143,"2020"
"Liar Game","1",7.99130434782609,484,"2007"
"Liar Game","2",8.2,235,"2009"
"Liar Liar","1",7.36666666666667,318,"2023"
"Libby, Are You Home Yet?","1",6.93333333333333,51,"2022"
"Liberal Hivemind","\N",7.3,43,"2020"
"Liberame : Nach dem Sturm","1",5.86666666666667,63,"2022"
"Libertad","1",5.36,43,"2021"
"Liberty","1",6.88,123,"2018"
"Liberty! The American Revolution","1",7.71666666666667,139,"1997"
"Liberty's Kids","1",7.88,817,"2002"
"Libre De Reir","1",9,5,"2023"
"License to Kill","1",8.7,81,"2019"
"License to Kill","2",8.37142857142857,46,"2020"
"Licht ins Dunkel","\N",4,9,"2002"
"Licht und Schatten","1",4.8,13,"1993"
"Lidsville","1",6.9,47,"1971"
"Lie Huo Jun Xiao","1",7.85,11,"2019"
"Lie to Me","1",7.80769230769231,15001,"2009"
"Lie to Me","2",7.78181818181818,17904,"2009"
"Lie to Me","3",7.42307692307692,8669,"2010"
"Lie zui tu jian","1",7.87,110,"2022"
"Liebe am Fjord","1",4.3,45,"2010"
"Liebe am Fjord","2",5.65,40,"2011"
"Liebe am Fjord","3",6,18,"2012"
"Liebe am Fjord","4",4.95,47,"2013"
"Liebe am Fjord","5",5.4,19,"2014"
"Liebe am Fjord","6",5.8,20,"2015"
"Liebe am Fjord","7",5.5,23,"2016"
"Liebe, Babys und ...","1",4.91111111111111,105,"2006"
"Liebe. Jetzt!","1",6.95,60,"2020"
"Liebe. Jetzt!","2",5.93333333333333,44,"2020"
"Liebes Kind","1",7.55,4015,"2023"
"Liebesgeschichten","1",9.55,32,"1967"
"Liebling Kreuzberg","1",7.25,86,"1986"
"Liebling Kreuzberg","2",7.34615384615385,142,"1988"
"Liebling Kreuzberg","3",7.85,62,"1990"
"Liebling Kreuzberg","4",7.68,48,"1994"
"Liebling Kreuzberg","5",6.86666666666667,21,"1998"
"Liefdestips Aan Mezelf","1",6.4,6,"2023"
"Lies Crimes & Video","1",7.05,43,"2019"
"Lies Crimes & Video","2",8.08,49,"2021"
"Lies Hidden in My Garden","1",7.5125,138,"2023"
"Lieve Mama","1",6.93333333333333,60,"2020"
"Life","1",8.07857142857143,11520,"2007"
"Life","2",7.86666666666667,7274,"2008"
"Life & Beth","1",7.26,2419,"2022"
"Life & Beth","2",7.53,796,"2024"
"Life @ Stipe","1",8.9,7,"2019"
"Life After Daesh","1",8.81111111111111,72,"2017"
"Life After Death with Tyler Henry","1",7.95555555555555,475,"2022"
"Life After Film School","1",5.9,63,"2007"
"Life After Life","1",7.625,520,"2022"
"Life After Lock-Up","1",9.03333333333333,32,"2019"
"Life After People","1",7.28,448,"2009"
"Life After People","2",7.16,285,"2010"
"Life Begins","1",6.56666666666667,47,"2004"
"Life Begins","2",7.7,7,"2005"
"Life Begins","3",8.4,5,"2006"
"Life Below Zero","1",7.54,345,"2013"
"Life Below Zero","10",8.35,115,"2018"
"Life Below Zero","11",8.14090909090909,311,"2018"
"Life Below Zero","12",8.03157894736842,200,"2018"
"Life Below Zero","13",8.86666666666667,19,"2019"
"Life Below Zero","14",8.45,24,"2019"
"Life Below Zero","15",8.5,14,"2020"
"Life Below Zero","17",6.6,6,"2021"
"Life Below Zero","18",9,6,"2021"
"Life Below Zero","2",7.45,123,"2013"
"Life Below Zero","20",8.7,12,"2022"
"Life Below Zero","3",7.56153846153846,209,"2014"
"Life Below Zero","4",7.58571428571428,107,"2014"
"Life Below Zero","5",7.91666666666667,169,"2015"
"Life Below Zero","6",7.7375,92,"2015"
"Life Below Zero","7",7.75333333333333,199,"2016"
"Life Below Zero","8",7.9,98,"2016"
"Life Below Zero","9",8.58888888888889,108,"2017"
"Life Below Zero: Canada","1",8.26666666666667,15,"2020"
"Life Below Zero: First Alaskans","1",8.125,84,"2022"
"Life Below Zero: Next Generation","1",7.2,39,"2020"
"Life Below Zero: Next Generation","2",6,5,"2021"
"Life Beyond","1",9.1,185,"2019"
"Life Cinematic","1",7.525,33,"2020"
"Life Force","1",7.9,66,"2010"
"Life Force","2",8.25,63,"2014"
"Life Goes On","1",7.04090909090909,439,"1989"
"Life Goes On","2",6.98181818181818,312,"1990"
"Life Goes On","3",7.11818181818182,301,"1991"
"Life Goes On","4",6.70588235294118,262,"1992"
"Life Hill Gayi","1",8.81666666666667,187,"2024"
"Life Inside Jail: Hell on Earth","1",8.75,28,"2016"
"Life Is Strange","1",8.66,408,"2015"
"Life Is Strange","2",8.2625,159,"2017"
"Life Is Strange","3",7.93333333333333,114,"2018"
"Life Is Strange","4",8.66666666666667,71,"2021"
"Life Is Wild","1",7.58461538461538,187,"2007"
"Life Matters with Dr. Michelle Gordon","1",9.6,5,"2016"
"Life Sahi Hai","1",7.98,127,"2016"
"Life Sahi Hai","2",6.9,83,"2018"
"Life Sentence","1",7.78461538461538,1502,"2018"
"Life Story","1",8.7875,843,"2014"
"Life Stripped Bare","1",4.6,5,"2016"
"Life Unexpected","1",7.68461538461538,1932,"2010"
"Life Unexpected","2",7.87692307692308,1324,"2010"
"Life and Death Row","1",7.83333333333333,89,"2014"
"Life and Death Row","2",7.5,83,"2016"
"Life and Death Row","3",8.075,75,"2018"
"Life and Death Row","\N",7.9,13,"2016"
"Life and Death in the Valley of the Kings","1",7.35,32,"2013"
"Life and Times","2",1.6,6,"1998"
"Life and Times","4",3.5,23,"1999"
"Life and Times","7",8,14,"2002"
"Life and Times","8",6.85,18,"2003"
"Life as We Know It","1",8.37692307692308,503,"2004"
"Life at the Waterhole","1",7.06666666666667,22,"2021"
"Life by Ella","1",7.66,98,"2022"
"Life in Cold Blood","1",8.66,459,"2008"
"Life in Colour","1",8.36666666666667,916,"2021"
"Life in Pieces","1",7.67727272727273,5950,"2015"
"Life in Pieces","2",7.41363636363636,4451,"2016"
"Life in Pieces","3",7.48636363636364,3952,"2017"
"Life in Pieces","4",7.41538461538462,2202,"2019"
"Life in Squares","1",7.23333333333333,124,"2015"
"Life in the Air","1",7.7,69,"2016"
"Life in the Freezer","1",8.23333333333333,315,"1993"
"Life in the Undergrowth","1",8.42,522,"2005"
"Life of Crime","1",7.46666666666667,168,"2013"
"Life of Kylie","1",5.15,250,"2017"
"Life of Luxury","1",8.964,346,"2019"
"Life of Luxury","2",9.21428571428571,77,"2021"
"Life of Luxury","3",9.13333333333333,26,"2023"
"Life of Luxury","\N",9.1,8,"2020"
"Life of Riley","1",6.91666666666667,39,"2009"
"Life of Riley","2",7.5,12,"2010"
"Life of a Universe","1",7.9,31,"2017"
"Life on Batteries","1",7.58571428571429,52,"2017"
"Life on Batteries","2",7.71428571428571,51,"2019"
"Life on Earth","1",8.68461538461539,1144,"1979"
"Life on Fire: Wildlife on the Volcano's Edge","1",7.34,29,"2013"
"Life on Mars","1",7.57692307692308,8463,"2006"
"Life on Mars","2",8.1375,4325,"2007"
"Life on Our Planet","1",7.9625,2852,"2023"
"Life on Top","1",6.76153846153846,330,"2009"
"Life on Top","2",6.76923076923077,210,"2011"
"Life on Us: A Microscopic Safari","1",9.05,14,"2014"
"Life on a Stick","1",5.92307692307692,161,"2005"
"Life on the Reef","1",8,15,"2015"
"Life or Debt","1",8.06666666666667,39,"2016"
"Life with Bonnie","1",7.57272727272727,2122,"2002"
"Life with Bonnie","2",7.54090909090909,2122,"2003"
"Life with Boys","1",8.81818181818182,588,"2011"
"Life with Boys","2",8.18235294117647,184,"2012"
"Life with Derek","1",8.00769230769231,359,"2005"
"Life with Derek","2",7.85384615384615,258,"2006"
"Life with Derek","3",7.95,588,"2007"
"Life with Derek","4",8.08888888888889,256,"2008"
"Life with Elizabeth","1",6.99230769230769,221,"1953"
"Life with Elizabeth","2",8,14,"1955"
"Life with Elizabeth","\N",8.025,48,"1953"
"Life with Judy Garland: Me and My Shadows","1",8.5,50,"2001"
"Life with La Toya","1",7.25,14,"2013"
"Life with Louie","1",8.68461538461539,875,"1994"
"Life with Louie","2",8.51538461538462,665,"1996"
"Life with Louie","3",8.56153846153846,607,"1997"
"Life with Lucy","1",5.54615384615385,245,"1986"
"Life with TWAN","1",7.95714285714286,49,"2021"
"Life with TWAN","2",7.68571428571429,44,"2022"
"Life's Most Embarrassing Moments","1",9.7,27,"1983"
"Life's Rewards","1",4,9,"2021"
"Life's Too Short","1",7.22857142857143,2152,"2011"
"Life's Too Short","2",7.7,313,"2013"
"Life's Work","1",7.5,7,"1997"
"Life's a Glitch with Julien Bam","1",6.075,154,"2021"
"Life's a Zoo","1",6.945,289,"2008"
"Life, Liberty & Levin","1",5.71904761904762,215,"2018"
"Life, Liberty & Levin","2",6.15,11,"2019"
"Life, Liberty & Levin","3",7.9125,63,"2020"
"Life: Senjou no Bokura","1",8.475,45,"2020"
"Lifeline","1",6.9625,223,"2017"
"Lifelines","1",5.66,28,"2018"
"Lifestories","1",7.4,5,"1990"
"Lifestories: Families in Crisis","1",7.36923076923077,624,"1992"
"Lift","1",8.3,7,"2004"
"Lift the Ice","1",9.16666666666667,17,"2023"
"Ligeglad","1",9.68333333333333,51,"2016"
"Ligga","1",5.95,14,"2021"
"Light & Magic","1",8.55,2022,"2022"
"Light Fantastic","1",7.2,18,"2004"
"Light and Dark","1",8.2,52,"2013"
"Light as a Feather","1",7.09,1441,"2018"
"Light as a Feather","2",7.41875,1311,"2019"
"Lightfields","1",7.38,181,"2013"
"Lightning Point","1",7.5,409,"2012"
"Lights Out","1",7.75714285714286,696,"1946"
"Lights Out","2",5.4,10,"1950"
"Lights Out","3",6.42272727272727,848,"1950"
"Lights Out","4",6.23076923076923,351,"1951"
"Lights Out with David Spade","1",7.88611111111111,1327,"2019"
"Lights, Camera, Lexi!","\N",8.5,6,"2016"
"Lights, Camera, Vegas!","\N",8.9,9,"2022"
"Lignes de vie","\N",6.8,19,"1997"
"Lihaksia ja luoteja","1",8.18,94,"1996"
"Lijn 32","1",7.3375,57,"2012"
"Lik meg","1",4.4,8,"2018"
"Lik meg","6",6.8,8,"2022"
"Like Family","1",6.2,6,"2003"
"Like a Loser","1",6.725,83,"2023"
"Like, la leyenda","1",7.8,6,"2018"
"Likvidatsiya","1",7.33571428571429,559,"2007"
"Lil' Bush: Resident of the United States","1",6.28333333333333,78,"2007"
"Lil' Bush: Resident of the United States","2",5.2,27,"2008"
"LilHumpers","\N",7.2,8,"2019"
"Lili & Marleen","1",7.71,63,"1994"
"Lili & Marleen","2",7.4,24,"1995"
"Lili & Marleen","5",8.6,8,"1998"
"Lilies","1",7.85,190,"2007"
"Lilin Alena","\N",9.95,129,"2023"
"Lilla spöket Laban","1",5.15,38,"2006"
"Lilla spöket Laban","2",5.2,35,"2007"
"Lilla spöket Laban","3",5.53333333333333,33,"2008"
"Lillee Jean Talks LIVE","1",5.5,27,"2020"
"Lillee Jean Talks LIVE","2",6.46,318,"2021"
"Lillee Jean Talks LIVE","3",7.54,130,"2022"
"Lillee Jean: Mind Over Beaute","2",10,12,"2023"
"Lillemand","1",6.525,70,"2015"
"Lillemand","2",7.63,55,"2016"
"Lillie","1",7.69230769230769,324,"1978"
"Lilly Schönauer","1",4.88571428571429,383,"2006"
"Lilo & Stitch: The Series","1",7.65641025641026,3042,"2003"
"Lilo & Stitch: The Series","2",7.72857142857143,1859,"2004"
"Lily's Turn","1",5.44782608695652,257,"2022"
"Lilyhammer","1",7.5875,4867,"2012"
"Lilyhammer","2",7.775,3361,"2013"
"Lilyhammer","3",7.5125,2827,"2014"
"Limbo","1",7.33333333333333,212,"2012"
"Limbo","3",9.3,6,"2014"
"Limboland","1",7.81428571428571,42,"2020"
"Limetown","1",7.01,1731,"2019"
"Limitless","1",7.92272727272727,26569,"2015"
"Limitless with Chris Hemsworth","1",7.83333333333333,1460,"2022"
"Limmy's Homemade Show","1",8.725,84,"2018"
"Limmy's Show!","1",7.78571428571429,243,"2009"
"Limmy's Show!","2",8.03333333333333,172,"2011"
"Limmy's Show!","3",7.95,143,"2012"
"Limmy's Show!","4",8.5,19,"2013"
"Lincoln","1",8.24,47,"1974"
"Lincoln","2",7.4,20,"1975"
"Lincoln Heights","1",8.41538461538462,291,"2007"
"Lincoln Heights","2",8.63,123,"2007"
"Lincoln Heights","3",8.5,86,"2008"
"Lincoln Heights","4",8.92222222222222,106,"2009"
"Lincoln Rhyme: Hunt for the Bone Collector","1",7.58,3161,"2020"
"Lincoln's Dilemma","1",5.925,174,"2022"
"Lincoln: Divided We Stand","1",8.76666666666667,109,"2021"
"Linda","1",7.2,66,"1984"
"Linda","2",7,123,"1986"
"Linda","3",6.65714285714286,101,"1989"
"Linda","4",1.6,10,"2002"
"Lindenstraße","1",5.57665782493369,4813,"1985"
"Lindsay","1",7.4375,206,"2014"
"Lindsay Ellis' Essay Collection","1",8.8,68,"2016"
"Lindsay Ellis' Essay Collection","2",8.54,144,"2017"
"Lindsay Ellis' Essay Collection","3",8.70833333333333,248,"2018"
"Lindsay Ellis' Essay Collection","4",8.66666666666667,106,"2019"
"Lindsay Ellis' Essay Collection","5",8.1875,130,"2020"
"Lindsay Ellis' Essay Collection","6",8,41,"2021"
"Lindsay Lohan's Beach Club","1",7.88125,327,"2019"
"Lindy Chamberlain: The True Story","1",7.83333333333333,30,"2020"
"Line of Duty","1",8.04,8107,"2012"
"Line of Duty","2",8.41666666666667,8138,"2014"
"Line of Duty","3",8.71666666666667,9593,"2016"
"Line of Duty","4",8.51666666666667,7912,"2017"
"Line of Duty","5",8.53333333333333,7730,"2019"
"Line of Duty","6",8.02857142857143,10434,"2021"
"Line of Fire","1",6.475,33,"2003"
"Ling Long","1",8.62,39,"2019"
"Ling Qi","1",8.2,8,"2016"
"Lingerie","1",7.27692307692308,228,"2009"
"Lingerie","2",7.22307692307692,126,"2010"
"Lingo","1",7.1,36,"2023"
"Lingo","2",7.64,32,"2023"
"Lingo","4",3.4,12,"2005"
"Lingonligan","1",8.2,5,"2018"
"Lingua Franca","1",2.5,16,"2016"
"Linha Direta","10",8.85,11,"2023"
"Linha Direta Mistério","1",8.8,6,"2005"
"Link: Eat, Love, Kill","1",8.2375,526,"2022"
"Linked by Love","1",8.96666666666667,56,"2023"
"Linlang","1",6.86923076923077,137,"2023"
"Linus i Svingen","1",5.8,5,"2004"
"Liography","\N",5.2,9,"2003"
"Lion Country: Night and Day","1",8,6,"2017"
"Lion Guard: It's Unbungalievable","1",4.86666666666667,18,"2016"
"Lion Kingdom","1",8.93333333333333,38,"2017"
"Lionel Nation","\N",4.75,18,"2017"
"Lioness","1",7.55,12901,"2021"
"Lip Service","1",7.75,467,"2010"
"Lip Service","2",7.46666666666667,340,"2012"
"Lip Sync Battle","1",7.27777777777778,2213,"2015"
"Lip Sync Battle","2",7.36666666666667,1531,"2016"
"Lip Sync Battle","3",7.24166666666667,969,"2016"
"Lip Sync Battle","4",6.73529411764706,363,"2018"
"Lip Sync Battle","5",6.77272727272727,174,"2019"
"Lip Sync Battle","\N",7.7,177,"2015"
"Lip Sync Battle Shorties","1",8.5,10,"2017"
"Lipowo. Zmowa milczenia","1",6.6125,75,"2023"
"Lippy the Lion and Hardy Har Har","1",6.62,46,"1962"
"Lipstick Jungle","1",6.81428571428571,666,"2008"
"Lipstick Jungle","2",7.16153846153846,983,"2008"
"Lipstick on Your Collar","1",7.95,205,"1993"
"Liquid Ladder","1",8.27333333333333,126,"2020"
"Liquid Science: that's genius","1",7.00909090909091,145,"2017"
"Liquid TV","1",6.7,8,"2013"
"Liquid Television","1",7.9,103,"1991"
"Liquid Television","2",8.025,48,"1992"
"Liquid Television","3",8,27,"1994"
