"titulo_serie","temporada","rating_temporada"
"Meme Review","3",8.38421052631579
"Meme Review","\N",8.7
"Memento Mori","1",6.46666666666667
"Memorias de Idhún","1",6.98
"Memorias de Idhún","2",7.38
"Memories","1",8.47777777777778
"Memories of Midnight","1",6.85
"Memoriseuteu","1",7.975
"Memory Hole","1",7.07142857142857
"Memphis Beat","1",7.78
"Memphis Beat","2",7.95
"Men Behaving Badly","1",6.35
"Men Behaving Badly","2",6.66842105263158
"Men Behaving Badly","3",7.43333333333333
"Men Behaving Badly","4",7.82857142857143
"Men Behaving Badly","5",7.61428571428571
"Men Behaving Badly","6",7.74285714285714
"Men Behaving Badly","7",7.7
"Men Behaving Badly","\N",7.13333333333333
"Men Into Space","1",7.13684210526316
"Men Sharea El Haram Ela","1",7.89444444444444
"Men at Work","1",7.21
"Men at Work","2",7.03636363636364
"Men at Work","3",7.09
"Men in Black: The Series","1",6.96923076923077
"Men in Black: The Series","2",6.71538461538462
"Men in Black: The Series","3",6.80714285714286
"Men in Black: The Series","4",6.71538461538462
"Men in Kilts: A Roadtrip with Sam and Graham","1",8.7875
"Men in Kilts: A Roadtrip with Sam and Graham","2",8.675
"Men in Trees","1",7.45882352941176
"Men in Trees","2",7.36315789473684
"Men of Annapolis","1",6.8
"Men of Ideas","1",8.2
"Men of Rock","1",8.9
"Men of a Certain Age","1",8.08
"Men of a Certain Age","2",8.14166666666667
"Men with Brooms","1",8.6
"Men, Women and Clothes","1",9.55
"Menace","1",8.8
"Menace","2",8.7
"Menajerimi Ara","1",5.72222222222222
"Menaka","1",8.96666666666667
"Menawara Be Ahlaha","1",8.9
"Mendirman Jaloliddin","1",8.02857142857143
"Mendua","1",8.45
"Menekse ile Halil","1",4.55
"Menendez + Menudo: Boys Betrayed","1",7.96666666666667
"Meng Qi Shi Shen","1",7.2
"Meng hua lu","1",6.9
"Meng zhong de na pian hai","1",9.70789473684211
"Meningen med livet","1",7
"Menschen & Mächte","\N",7.5
"Mensonges","1",6.7125
"Mensonges","2",7.23333333333333
"Mensonges","4",6.5
"Mental","1",7.77647058823529
"Mental Samurai","1",8.35
"Mental Samurai","2",7.8
"Mentalhood","1",5.86
"Mentiras","1",6.96666666666667
"Mentiras Perfectas","1",6.75
"Mentiras pasajeras","1",6.04
"Mentovskie voyny","1",6.25
"Mentovskie voyny","2",6.5
"Mentovskie voyny","3",6.4
"Mentovskie voyny 4","1",6.8
"Menudo: Forever Young","1",8.95
"Meolriseo Bomyun Pooreun Bom","1",8.625
"Meomchoogo Sipeun Soongan: Eobawoottaim","1",8.52
"Mer panik i tomteverkstan","1",6.3
"MerPeople","1",8.25
"Mera Balam Thanedaar","1",10
"Meraviglie: La penisola dei tesori","1",8.6
"Meraviglie: La penisola dei tesori","2",8.6
"Meray Paas Tum Ho","1",9.19130434782609
"Merc StoriA: The Apathetic Boy and the Girl in a Bottle","1",6.2
"Mercato","1",5.6125
"Mercedes-Benz: MacGyver and the new Citan","1",7.56666666666667
"Merci Qui?","1",7.1
"Mercules","1",6.525
"Mercur","1",7.97
"Mercy","1",7.22272727272727
"Mercy Mistress","1",5.07
"Mercy Street","1",7.53333333333333
"Mercy Street","2",8.33333333333333
"Mere Angne Mein","1",9
"Mere Humsafar","1",7.78823529411765
"Merhamet","1",7.86153846153846
"Merhamet","2",5.6
"Meri Aashiqui Tum Se Hi","1",9.2
"Meri Durga","1",6.8
"Merkwürdige Geschichten","1",6.03846153846154
"Merkwürdige Lebensgeschichte des Friedrich Freiherrn von der Trenck","1",8.06666666666667
"Merlin","1",7.70625
"Merlin","2",8.00769230769231
"Merlin","3",8.06153846153846
"Merlin","4",8.2
"Merlin","5",8.11538461538461
"Merlin","\N",4.75
"Merlin's Apprentice","1",5.9
"Merlin: Secrets & Magic","1",7.86428571428571
"Merlina","1",6.5875
"Merlina","2",6.6
"Merlí","1",8.22307692307692
"Merlí","2",8.00769230769231
"Merlí","3",7.73571428571429
"Merlí. Sapere Aude","1",7.525
"Merlí. Sapere Aude","2",7.5125
"Mermaid High","1",9
"Mermaid Magic","1",9.09
"Mermaid Melody Pichi Pichi Pitch","1",8.71
"Mermaid Prince","1",9.4
"Merman Academy","1",3.06666666666667
"Merman Academy","2",5.58333333333333
"Merman Academy","3",7.14
"Merry Happy Whatever","1",6.625
"Mertvets iz pod snega","1",1.1
"Meru hevun","1",7.58571428571429
"Meru the Succubus","1",8.38
"Merveilles de la nature","1",7.93333333333333
"Meryem","1",9.48333333333333
"Merz gegen Merz","1",7.05
"Merz gegen Merz","2",6.925
"Merz gegen Merz","3",7.0375
"Meso","1",7.61111111111111
"Messenger of Light","\N",10
"Messi Meets America","1",7.85
"Messi's World Cup: The Rise of a Legend","1",8.85
"Messiah","1",8.46
"Messiah 2: Vengeance Is Mine","1",7.75
"Messiah: The Harrowing","1",7.53333333333333
"Messiah: The Promise","1",7.9
"Messiah: The Rapture","1",7.1
"Messing","1",7.2
"Mesto vstrechi izmenit nelzya","1",8.28
"Mesék Mátyás királyról","1",8.6
"Met man en macht","1",7.15
"Meta Runner","1",8.79
"Meta Runner","2",8.9
"Meta Runner","3",8.5875
"Meta Runner","\N",7.6
"Meta ti fotia","1",9.8
"Metagame","1",9.6
"Metal Evolution","1",8.23333333333333
"Metal Family","1",8.34
"Metal Family","2",8.34
"Metal Family","\N",8.9
"Metal Hurlant Chronicles","1",6.28333333333333
"Metal Hurlant Chronicles","2",6.3
"Metal Men","1",7.36
"Metal Mickey","1",6
"Metal Shop Masters","1",6.65
"Metalocalypse","1",7.97
"Metalocalypse","2",8.14
"Metalocalypse","3",8.22
"Metalocalypse","4",8.01666666666667
"Metalocalypse","5",8.6
"Metamorfoz: Kirilma","1",6.7
"Metanol","1",8.05
"Metarikku Rûju","1",7.35384615384615
"Metaru Faito Beibureedo","1",8.73725490196079
"Metaru Faito Beibureedo","2",9.30196078431372
"Metaru Faito Beibureedo","3",9.225
"Metaru Faito Beibureedo","4",8.875
"Metarufaitobeiburedo Zero-G","7",9.1
"Meteor","1",4.7
"Meteor Garden","1",8.45918367346939
"Meteorite Men","1",6.9
"Method & Red","1",7.02
"Metod","1",7.5
"Metod","2",6.2375
"Metoda Markovic: Hojer","1",8.8
"Metot","1",7.625
"Metro Park","1",7.43333333333333
"Metro Park","2",9.51666666666667
"Metro Park: Quarantine Edition","1",8.52
"Metro of Love","1",6.23333333333333
"Metropolis","1",7.81666666666667
"Metropolis","\N",8.1
"Metropolis - Die Macht der Städte","1",6.2
"Metrópolis","\N",1.4
"Metsolat","1",7.30454545454545
"Metsolat","2",6.46666666666667
"Metsolat","3",7.35555555555556
"Metti Oli","1",8.1
"Metástasis","1",4.15757575757576
"Metástasis","2",5.06896551724138
"Meu Amigo Bussunda","1",8.1
"Meu Passado Me Condena","2",6
"Meuchelbeck","1",7.28333333333333
"Meuchelbeck","2",6.13333333333333
"Mevlana Celaleddin-i Rumi","1",8.31
"Mevlana Celaleddin-i Rumi","2",8.8
"Mevzular Acik Mikrofon","1",6.75
"Mewat","1",8.35
"Mexico Untamed","1",7.43333333333333
"Mexico: Earth's Festival of Life","1",7.96666666666667
"Mezarlik","1",7.925
"Mezo forute","1",7.25
"Mezon Ikkoku","1",7.36979166666667
"Mezzo DSA","1",7.1
"Mi Encuentro con El Mal","1",7.45
"Mi Familia Perfecta","1",9.6
"Mi Tío","1",7
"Mi adorable maldición","1",7.2
"Mi corazón es tuyo","1",8.83333333333333
"Mi corazón insiste... en Lola Volcán","1",8.5
"Mi fortuna es amarte","1",9.4
"Mi gorda bella","1",8.6
"Mi marido tiene familia","1",8.2
"Mi pecado","1",7.4
"Mi pequeña traviesa","1",9.3
"Mi yue zhuan","1",8.4
"Mia and Me","1",7.52307692307692
"Mia and Me","2",7.63461538461539
"Mia and Me","3",7.27692307692308
"Mia and Me","4",6.8
"Mia nyhta tou Avgoustou","1",8.38461538461539
"Miami 7","1",8.74
"Miami Ink","1",6.65625
"Miami Ink","2",6.2
"Miami Ink","3",6.7
"Miami Ink","4",4.55
"Miami Ink","\N",6
"Miami Medical","1",7.93846153846154
"Miami Undercover","1",5.95
"Miami Vice","1",7.85454545454546
"Miami Vice","2",7.66818181818182
"Miami Vice","3",7.70833333333333
"Miami Vice","4",7.1
"Miami Vice","5",7.31428571428571
"Mianhada, saranghanda","1",7.4
"Miao, Qing Xu Yuan","1",8.6
"Mic Scarso","1",8.45
"Micawber","1",7.275
"Mich a Série","1",9.2
"Michael & Michael Have Issues","1",6.37142857142857
"Michael McIntyre's Big Show","1",7.21428571428571
"Michael McIntyre's Big Show","2",7.15
"Michael McIntyre's Big Show","3",6.7
"Michael McIntyre's Big Show","4",6.7
"Michael McIntyre's Big Show","5",6.84
"Michael McIntyre's Big Show","6",7.18333333333333
"Michael McIntyre's Big Show","7",7.26666666666667
"Michael McIntyre's Comedy Roadshow","1",7.51666666666667
"Michael McIntyre's Comedy Roadshow","2",7.93333333333333
"Michael McIntyre's Comedy Roadshow","3",7.4
"Michael Palin in Nigeria","1",7.56666666666667
"Michael Palin in North Korea","1",8.2
"Michael Palin's Hemingway Adventure","1",7.025
"Michael Palin: Into Iraq","1",7.76666666666667
"Michael Palin: Travels of a Lifetime","1",7.73333333333333
"Michael Portillo's Long Weekends","1",8.3
"Michael Shayne","1",7.7
"Michael Wood's Story of England","1",8.13333333333333
"Michael: Every Day","1",7.275
"Micheal Marsh Institute","1",6.54
"Micheal Marsh Institute","2",9.3
"Michel Roux's French Country Cooking","1",7.4125
"Michel Strogoff","1",6.8
"Michelle Wolf: It's Great to Be Here","1",7.5
"Michigetda, Neottaeme!","1",8.4
"Michiko to Hatchin","1",7.62727272727273
"Mickey Go Local","1",6.06666666666667
"Mickey Mouse","1",7.23888888888889
"Mickey Mouse","2",7.4
"Mickey Mouse","3",7.52857142857143
"Mickey Mouse","4",7.84
"Mickey Mouse","5",8.13333333333333
"Mickey Mouse Clubhouse","1",7.31428571428571
"Mickey Mouse Clubhouse","2",7.40454545454546
"Mickey Mouse Clubhouse","3",8.10606060606061
"Mickey Mouse Clubhouse","4",8.33461538461538
"Mickey Mouse Clubhouse","\N",7.55
"Mickey Mouse Funhouse","1",6.77692307692308
"Mickey Mouse Funhouse","2",7.52
"Mickey Mouse Funhouse","3",8.05
"Mickey Mouse Works","1",8.14444444444444
"Mickey Mouse Works","2",8.6
"Mickey Mouse Works","3",7.2
"Mickey and the Roadster Racers","1",5.55384615384615
"Mickey and the Roadster Racers","2",4.25384615384615
"Mickey and the Roadster Racers","3",4.03636363636364
"Mickey's Christmas Tales","1",5.74
"Micky Flanagan Thinking Aloud","1",7.1
"Micro Monsters 3D","1",8.12857142857143
"Microsoap","2",9.5
"Microwave Society","1",7.60526315789474
"Mid Morning Matters with Alan Partridge","1",8
"Mid Morning Matters with Alan Partridge","2",8.06666666666667
"Mid South Wrestling","3",6.3
"Mid-Atlantic Championship Wrestling","10",6.8
"Mid-Atlantic Championship Wrestling","9",5.64
"Middle English","\N",7.3
"Middle School Moguls","1",8.2
"Middleditch & Schwartz","1",8.66666666666667
"Middlemarch","1",7.35714285714286
"Middlemost Post","1",8.615
"Middlemost Post","2",8.77692307692308
"Middlemost Post","\N",8.3
"Middletown","1",8.1
"Midnattssol","1",7.4625
"Midnight Asia: Eat Dance Dream","1",7.2
"Midnight Caller","1",8.27647058823529
"Midnight Caller","2",7.42380952380952
"Midnight Caller","3",7.57826086956522
"Midnight DJ","1",8
"Midnight Eye: Gokû","1",6.65
"Midnight Horror - 6 Different Nights","1",9
"Midnight Is a Place","1",6.98181818181818
"Midnight Man","1",7.3
"Midnight Mass","1",8.05714285714286
"Midnight Movie Review","2",6.75
"Midnight Movie Review","3",6.2
"Midnight Museum","1",7.86
"Midnight Occult Civil Servants","1",7.41428571428571
"Midnight Photo Studio","1",9.23125
"Midnight Screenings","10",4.4
"Midnight Screenings","2",8.6
"Midnight Screenings","3",6.05
"Midnight Screenings","4",6.18333333333333
"Midnight Screenings","5",6.86666666666667
"Midnight Screenings","6",6.61818181818182
"Midnight Screenings","7",5.62
"Midnight Screenings","8",6.14
"Midnight Screenings","9",5.8
"Midnight Screenings","\N",7.7
"Midnight Snack","1",7.56
"Midnight Snack","2",9.1
"Midnight Suns: Prequel Shorts","1",7.68
"Midnight, Texas","1",7.83
"Midnight, Texas","2",7.88888888888889
"Midori no hibi","1",7.56153846153846
"Midsomer Murders","1",7.58
"Midsomer Murders","10",7.5
"Midsomer Murders","11",7.41428571428571
"Midsomer Murders","12",7.62857142857143
"Midsomer Murders","13",7.3125
"Midsomer Murders","14",7.325
"Midsomer Murders","15",7.4
"Midsomer Murders","16",7.52
"Midsomer Murders","17",7.5
"Midsomer Murders","18",7.2
"Midsomer Murders","19",7.36666666666667
"Midsomer Murders","2",7.85
"Midsomer Murders","20",7.25
"Midsomer Murders","21",7.25
"Midsomer Murders","22",7.15
"Midsomer Murders","23",6.8
"Midsomer Murders","24",6.8
"Midsomer Murders","3",7.65
"Midsomer Murders","4",7.48333333333333
"Midsomer Murders","5",7.65
"Midsomer Murders","6",7.62
"Midsomer Murders","7",7.62857142857143
"Midsomer Murders","8",7.4875
"Midsomer Murders","9",7.775
"Midtsommernatt","1",7.78
"Midwinter of the Spirit","1",6.8
"Mieheni vaimo","1",6.925
"Mientras haya vida","1",6.4
"Mieruko-chan","1",7.40833333333333
"Mies joka kuoli","1",6.98333333333333
"Mighty Cruise Ships","1",8.21666666666667
"Mighty Cruise Ships","2",7.86666666666667
"Mighty Cruise Ships","3",7.9
"Mighty Ducks","1",7.32307692307692
"Mighty Heroes","1",6.06666666666667
"Mighty Little Bheem","1",8.20555555555556
"Mighty Machines","1",6.8
"Mighty Magiswords","1",6.81764705882353
"Mighty Magiswords","2",8.27931034482759
"Mighty Magiswords","\N",6.62
"Mighty Max","1",7.96923076923077
"Mighty Max","2",7.71481481481482
"Mighty Med","1",7.6
"Mighty Med","2",7.295
"Mighty Morphin Power Rangers","1",6.90819672131147
"Mighty Morphin Power Rangers","2",6.87884615384615
"Mighty Morphin Power Rangers","3",6.63953488372093
"Mighty Mouse: The New Adventures","1",6.42307692307692
"Mighty Mouse: The New Adventures","2",6.36666666666667
"Mighty Planes","1",7.5
"Mighty Planes","2",7.65
"Mighty Planes","4",6.3
"Mighty Ships","1",7.35
"Mighty Ships","10",7.05
"Mighty Ships","2",7.32
"Mighty Ships","3",7.43333333333333
"Mighty Ships","4",7.35
"Mighty Ships","5",6.8
"Mighty Ships","6",7.6
"Mighty Ships","7",7.8
"Mighty Ships","8",7.22
"Mighty Ships","9",6.98
"Mighty Thor","1",5.86923076923077
"Mighty Trains","1",7.85
"Mighty Trains","2",7.91666666666667
"Mighty Trains","3",7.46666666666667
"Mighty Trains","4",7.18333333333333
"Migi to Dali","1",8.33076923076923
"Mignon","1",8.625
"Miira no Kaikata","1",7.01666666666667
"Mijn vader de hasjkoning","1",7.2
"Mikakunin de Shinkoukei","1",7.575
"Mike","1",7.2375
"Mike & Angelo","4",9
"Mike & Molly","1",7.04166666666667
"Mike & Molly","2",7.08260869565217
"Mike & Molly","3",6.82173913043478
"Mike & Molly","4",6.85454545454546
"Mike & Molly","5",7.05
"Mike & Molly","6",7.5
"Mike & Zach","2",8.6
"Mike Bassett: Manager","1",6.56666666666667
"Mike Hammer","1",7.25714285714286
"Mike Hammer","2",7.24615384615385
"Mike Hammer","3",7.31363636363636
"Mike Hammer, Private Eye","1",6.31111111111111
"Mike Hammer, Private Eye","2",6.75882352941176
"Mike Judge Presents: Tales from the Tour Bus","1",8.3375
"Mike Judge Presents: Tales from the Tour Bus","2",8.2625
"Mike Nolan's Long Weekend","1",9.04
"Mike Tyson Mysteries","1",7.84
"Mike Tyson Mysteries","2",7.88947368421053
"Mike Tyson Mysteries","3",7.855
"Mike Tyson Mysteries","4",8.11
"Mike Tyson: The Knockout","1",8.25
"Mike and Jay Talk About","1",7.55
"Mike, Lu & Og","1",6.86153846153846
"Mike, Lu & Og","2",7.18461538461538
"Mikhaham zende bemanam","1",7.255
"Mikhaylo Lomonosov","1",7.7
"Mikres istories megalis agapis","1",8.4
"Mil Colmillos","1",7.38333333333333
"Mila mou vromika","1",8.4
"Mila no Multiverso","1",7.0125
"Mildred Pierce","1",7.72
"Mile High","1",7.91538461538462
"Mile High","2",7.28461538461538
"Miles from Tomorrowland","1",8.46
"Miles from Tomorrowland","2",7.7
"Miles from Tomorrowland","3",7.5
"Miley Jab Hum Tum","1",8.3
"Milfs Like It Big","\N",9
"Milhwe","1",7.73333333333333
"Milk & Honey","1",6.8
"Milky Way","1",7.775
"Millennials","1",5.6
"Millennium","1",7.60714285714286
"Millennium","2",7.69565217391304
"Millennium","3",7.20454545454545
"Millie Inbetween","2",9.2
"Million Dollar American Princesses","1",7.83333333333333
"Million Dollar American Princesses","2",7.275
"Million Dollar American Princesses","\N",6.2
"Million Dollar Beach House","1",5.91666666666667
"Million Dollar Critic","1",7.9
"Million Dollar Extreme Presents: World Peace","1",8.56666666666667
"Million Dollar Extreme Presents: World Peace","\N",8.6
"Million Dollar Genius","1",7.15
"Million Dollar Island (Australia)","1",8.35555555555556
"Million Dollar Listing Los Angeles","1",4.6
"Million Dollar Listing Los Angeles","10",7.91666666666667
"Million Dollar Listing Los Angeles","11",7.61666666666667
"Million Dollar Listing Los Angeles","12",7.85
"Million Dollar Listing Los Angeles","13",7.10714285714286
"Million Dollar Listing Los Angeles","14",6.93333333333333
"Million Dollar Listing Los Angeles","15",7.175
"Million Dollar Listing Los Angeles","2",5.2
"Million Dollar Listing Los Angeles","4",6
"Million Dollar Listing Los Angeles","5",6.26666666666667
"Million Dollar Listing Los Angeles","6",6.25
"Million Dollar Listing Los Angeles","7",6.92
"Million Dollar Listing Los Angeles","8",6.95
"Million Dollar Listing Los Angeles","9",7.58333333333333
"Million Dollar Listing Los Angeles: Josh & Josh","1",7.4
"Million Dollar Listing New York","1",7.07777777777778
"Million Dollar Listing New York","2",7.50909090909091
"Million Dollar Listing New York","3",7.85
"Million Dollar Listing New York","4",7.9
"Million Dollar Listing New York","5",7.61666666666667
"Million Dollar Listing New York","6",6.95
"Million Dollar Listing New York","7",7.85
"Million Dollar Listing New York","8",8.12857142857143
"Million Dollar Listing New York","9",7.84375
"Million Dollar Listing New York: Ryan's Wedding","1",7.875
"Million Dollar Listing: Ryan's Renovation","1",7.1
"Million Dollar Mile","1",7.43333333333333
"Million Dollar Password","1",8.85
"Million Dollar Wheels","1",5.82
"Million Dollars, But...","1",8.875
"Million Dollars, But...","2",8.44285714285714
"Million Dollars, But...","3",8
"Million Pound Menu","1",6.21666666666667
"Million Pound Menu","2",6.75
"Milo Murphy's Law","1",8.02
"Milo Murphy's Law","2",8.06
"Milton the Monster","1",6.65
"Min Guo qi tan","1",6.4
"Min arhizeis ti mourmoura","1",7.3
"Min arhizeis ti mourmoura","2",7.57894736842105
"Min fars krig","1",8.3
"Min vän Percys magiska gymnastikskor","1",5.175
"Mina Settembre","1",7.575
"Mina Settembre","2",7.3
"Mina problem","1",8.6
"Minamdang","1",8.85555555555556
"Minami Kamakura Kôkô Joshi Jitensha-bu","1",5.81538461538462
"Minami Shineyo","1",8.21875
"Minami no niji no rûshî","1",7.8
"Minami-ke","1",7.84
"Minami-ke: Okaeri","1",7.43333333333333
"Minami-ke: Okawari","2",6.4
"Minami-kun no koibito","1",7.35
"Minato shôji koin randorî","1",7.41666666666667
"Minato shôji koin randorî","2",7.6
"Mind Control with Derren Brown","1",8.6
"Mind Field","1",8.0375
"Mind Field","2",8.5375
"Mind Field","3",7.8
"Mind Field","4",8.4
"Mind Games","1",7.43846153846154
"Mind Over Murder","1",7.63333333333333
"Mind Your Language","1",7.88461538461539
"Mind Your Language","2",7.9
"Mind Your Language","3",8.05
"Mind Your Language","4",7.2
"Mind Your Manners","1",6.86666666666667
"Mind of Mencia","1",4.25833333333333
"Mind of Mencia","2",4.03076923076923
"Mind of Mencia","3",3.60769230769231
"Mind of Mencia","4",7.63333333333333
"Mind of a Monster","1",7.025
"Mind of a Monster","\N",6.4
"Mind the Malhotras","1",6.22222222222222
"Mindblow","1",9.18333333333333
"Minder","1",6.77058823529412
"Minder","10",6.59
"Minder","2",7.84615384615385
"Minder","3",7.94615384615385
"Minder","4",7.675
"Minder","5",8.11111111111111
"Minder","6",7.7375
"Minder","7",7.87142857142857
"Minder","8",7.13076923076923
"Minder","9",6.93846153846154
"Mindhunter","1",8.31
"Mindhunter","2",8.41111111111111
"Mindshock","1",7.66666666666667
"Mine","1",8.45
"Minecraft Championships","1",9.12
"Minecraft Championships","2",9.53333333333333
"Minecraft Championships","3",9.325
"Minecraft Epic","1",9.30333333333333
"Minecraft Epic","2",8.88888888888889
"Minecraft Epic","3",8.225
"Minecraft Epic","4",9.05
"Minecraft FNAF: Bonnie","2",7
"Minecraft FNAF: Bonnie","3",7.63333333333333
"Minecraft Five Nights at Freddy's","3",8
"Minecraft Manhunt","1",7.71
"Minecraft Manhunt","2",8.59166666666667
"Minecraft Manhunt","3",8.58
"Minecraft School","5",7.4
"Minecraft School","6",5.9
"Minecraft Villagers","1",8.93333333333333
"Minecraft: Story Mode","1",8.2875
"Minecraft: Story Mode","2",8.02
"Miners' Strike 1984: The Battle for Britain","1",8.56666666666667
"Ming Mauseu","1",8.025
"Ming zhong zhu ding wo ai ni","1",8.4
"Mini Adventures of Winnie the Pooh","1",7.036
"Mini Adventures of Winnie the Pooh","2",7.46666666666667
"MiniMocks","2",9.3
"Miniseries","1",8.35555555555556
"Ministry of Evil: The Twisted Cult of Tony Alamo","1",7.275
"Ministry of Mayhem","\N",3.2
"Ministério do Tempo","1",7.7952380952381
"Minkavlerne","1",8.35
"Minkavlerne","2",7.65
"Minkavlerne","3",7.6375
"Minkavlerne","4",8.15
"Minna! Esupâ dayo!","1",7.01666666666667
"Minnie's Bow-Toons","1",7
"Minnie's Bow-Toons","2",7.99
"Minnie's Bow-Toons","3",8.19
"Minnie's Bow-Toons","4",7.58571428571429
"Minnie's Bow-Toons","5",8.26666666666667
"Minnie's Bow-Toons","6",7.4
"Mino","1",8.525
"Minoriteam","1",5.84
"Minority Report","1",6.95
"Minsan lang kita iibigin","1",9.05
"Mintoo","1",10
"Minuit, le soir","1",7.66666666666667
"Minus One","1",8.3
"Minuscule","1",7.25625
"Minuscule","2",7.17857142857143
"Minuta ciszy","1",7.96666666666667
"Minute Match-Ups","1",9.2
"Minute by Minute","\N",7.5
"Minute to Win It","1",6.3
"Minute to Win It","3",4.9
"Minutes After Midnight","1",4.7
"Minx","1",7.65
"Minx","2",7.45
"Minyeo Gongsimi","1",7.37142857142857
"Minyeowa Sunjeongnam","1",8.6
"Miodowe lata","1",6.6
"Mir! Druzhba! Zhvachka!","1",7.8
"Mir! Druzhba! Zhvachka!","2",7.7
"Mir! Druzhba! Zhvachka!","3",7.175
"Mira Mira","1",6.65
"Mira lo que has hecho","1",7.16666666666667
"Mira lo que has hecho","2",7.31666666666667
"Mira lo que has hecho","3",7.35
"Mira, Royal Detective","1",8.8375
"Miracle Planet","1",8.03333333333333
"Miracle Workers","1",7.22857142857143
"Miracle Workers","2",7.16
"Miracle Workers","3",7.21
"Miracle Workers","4",6.73
"Miracle's Boys","1",7.51666666666667
"Miracles","1",8.70625
"Miraculous anime","1",8.8
"Miraculous anime","2",8.81538461538461
"Miraculous anime","3",9.00769230769231
"Miraculous anime","4",8.57692307692308
"Miraculous anime","5",9.00740740740741
"Miraculous anime","6",7.45384615384615
"Miraculous anime","7",8.25
"Miraculous: Chibi","1",6.44285714285714
"Miraculous: Tales of Ladybug & Cat Noir","1",7.58846153846154
"Miraculous: Tales of Ladybug & Cat Noir","2",7.97307692307692
"Miraculous: Tales of Ladybug & Cat Noir","3",7.91538461538462
"Miraculous: Tales of Ladybug & Cat Noir","4",8.08846153846154
"Miraculous: Tales of Ladybug & Cat Noir","5",8.33333333333333
"Miraculous: Tales of Ladybug & Cat Noir","\N",7.675
"Mirada de mujer","1",7.4
"Mirada de mujer: El regreso","1",10
"Miradas 2","\N",6.8
"Mirador","1",7.8
"Mirage","1",7.2
"Mirai Sentai Timeranger","1",7.3
"Mirai nikki","1",7.64814814814815
"Mirai shônen Konan","1",8.10384615384615
"Mirakel","1",6.80833333333333
"Miranda","1",8.21666666666667
"Miranda","2",8.43333333333333
"Miranda","3",8.45
"Miranda","\N",8.4
"Miraza","1",7.73333333333333
"Miriam Margolyes: Almost Australian","1",8
"Miriam Margolyes: Australia Unmasked","1",7.66666666666667
"Miriam Margolyes: Impossibly Australian","1",7
"Miriam and Alan: Lost in Scotland","1",7.2
"Miriam and Alan: Lost in Scotland","2",7.875
"Miriam's Big American Adventure","1",8.1
"Miriam's Big Fat Adventure","1",8.3
"Miriam: Death of a Reality Star","1",6.6
"Miris kise na Balkanu","1",7.6
"Miritari!","1",6.28333333333333
"Mirror, Mirror","1",8.2
"Miru Tights","1",7.34615384615385
"Mirzapur","1",8.32222222222222
"Mirzapur","2",7.23
"Mirzapur","3",6.32
"Mirâman","1",7.3
"Mis adorables vecinos","1",8
"Mis adorables vecinos","2",8.02142857142857
"Mis adorables vecinos","3",7.77142857142857
"Mis adorables vecinos","4",8.35333333333333
"Misaeng","1",8.195
"Misafir","1",7.42
"Mischief","1",7.4
"Mischief","2",8.4
"Mischief","3",9.35
"Mischief Mikey","1",6.275
"Mischievous Kiss","1",8.30625
"Miseducation","1",7.61666666666667
"Miseu Hammurabi","1",8.5125
"Miseuteo Baek","1",8.9
"Miseuteo Giganje","1",8.05625
"Miseuteo Shunshain","1",8.6875
"Miseuteori Susadan","1",7.63333333333333
"Miseuti","1",7.73125
"Misfit Garage","1",8
"Misfit Garage","3",6
"Misfits","1",8.28333333333333
"Misfits","2",8.45714285714286
"Misfits","3",7.53333333333333
"Misfits","4",7.15
"Misfits","5",7.1
"Misfits of Science","1",7.075
"Mishmar HaGvul","1",7.225
"Misión S.O.S. aventura y amor","1",9.5
"Misja Afganistan","1",6.68461538461538
"Miskina, la pauvre","1",6.45
"Mismatch","1",5.91666666666667
"Mismatch","2",4.7
"Mismatch","3",5.38
"Mismatched","1",6.15
"Mismatched","2",7.4375
"Miss 2059","1",7.85
"Miss Adrenaline: A Tale of Twins","1",8.3
"Miss Annity","1",8.06666666666667
"Miss Caretaker of Sunohara-sou","1",8.28333333333333
"Miss Devil","1",8.4
"Miss Fisher's Murder Mysteries","1",7.7
"Miss Fisher's Murder Mysteries","2",7.79230769230769
"Miss Fisher's Murder Mysteries","3",7.7375
"Miss Guided","1",7.54285714285714
"Miss Jones and Son","1",5.4
"Miss Marple","1",7.79166666666667
"Miss Marple","2",7.84545454545454
"Miss Marple: A Murder Is Announced","1",7.8
"Miss Marple: A Pocketful of Rye","1",7.8
"Miss Marple: At Bertram's Hotel","1",7.05
"Miss Marple: Nemesis","1",7.85
"Miss Marple: The Body in the Library","1",7.63333333333333
"Miss Marple: The Moving Finger","1",7.4
"Miss Match","1",7.37222222222222
"Miss Monochrome","1",5.9
"Miss Perfect","1",7.9
"Miss Scarlet & the Duke","1",7.73333333333333
"Miss Scarlet & the Duke","2",7.81666666666667
"Miss Scarlet & the Duke","3",7.8
"Miss Scarlet & the Duke","4",7.81666666666667
"Miss Sherlock","1",8.05
"Miss Spider's Sunny Patch Friends","1",8.73571428571429
"Miss Spider's Sunny Patch Friends","2",8.43846153846154
"Miss Spider's Sunny Patch Friends","3",7.6
"Miss in Kiss","1",8.9
"Missie Aarde","1",8.04
"Missie Aarde","2",8.46
"Missing","1",7.22
"Missing","2",7.54
"Missing 9","1",8.03
"Missing Noir M","1",7.65
"Missing Persons","1",7.7
"Missing in Alaska","1",3.9
"Missing or Murdered","1",7.66666666666667
"Missing: Dead or Alive?","1",6.325
