"titulo_serie","temporada","rating_temporada"
"Sangatsu no Lion","2",8.6
"Sangryusahoe","1",7.4
"Sangsogjadeul","1",7.725
"Sanitka","1",6.99
"Sanjay and Craig","1",6.29047619047619
"Sanjay and Craig","2",7.24761904761905
"Sanjay and Craig","3",7.97619047619048
"Sanjivani: A Medical Boon","1",9.2
"Sanjûsai made dôtei da to mahôtsukai ni nareru rashii","1",9.00833333333333
"Sankaku Mado no Sotogawa wa Yoru","1",7.33333333333333
"Sankarea","1",7.4
"Sankatmochan Mahabali Hanuman","1",9.1
"Sankt Maik","1",6.47
"Sankt Maik","2",6.66
"Sankt Maik","3",5.8375
"Sankuchuari -seiiki-","1",8.0125
"Sanningen","1",6.63333333333333
"Sansara","1",6.8
"Santa Barbara","1",6.87439024390244
"Santa Clarita Diet","1",7.81
"Santa Clarita Diet","2",8.31
"Santa Clarita Diet","3",8.21
"Santa Evita","1",7.67142857142857
"Santa Inc.","1",2.65
"Santa Maria della Salute","1",7.35454545454546
"Santa diabla","1",7.35
"Santiago","1",8.225
"Santiago of the Seas","1",3.74285714285714
"Santiago of the Seas","2",3.8
"Santo","1",6.75
"Santo Bugito","1",2.6
"Santo Maldito","1",8.85
"Santos","1",6.3
"Santos Dumont","1",8.21666666666667
"Sanyanggaedeul","1",8.15
"Sanzelize Dügün Salonu","1",7.2
"Sanzoku no musume Rônya","1",7.89615384615385
"Sapai Jao Sua","1",8.3
"Sapna Babul Ka.... Bidaai","1",8.5
"Sapne Vs Everyone","1",9.56
"Sapo S.A. Memorias de un ladrón","1",6.9
"Sapphire & Steel","1",7.62142857142857
"Sapphire & Steel","2",7.21
"Sapphire & Steel","3",7.41666666666667
"Sapphire & Steel","4",8.15
"Sar-e-Rah","1",8.21666666666667
"Sara","1",8.54193548387097
"Sara & Selma","1",6.8
"Sarabhai V/S Sarabhai","1",8.23043478260869
"Sarabhai V/S Sarabhai","2",8.35
"Sarah & Duck","1",8.64285714285714
"Sarah & Duck","3",8.7
"Sarah Beeny's New Life in the Country","1",6.7625
"Sarah Beeny's New Life in the Country","3",7.8
"Sarah Kohr","1",6.52222222222222
"Sarah Palin's Alaska","1",5.98888888888889
"Sarai-ya goyô","1",7.425
"Sarangbi","1",8.50526315789474
"Sarangeui bulsachak","1",8.6375
"Sarangeui bulsachak","\N",8.4
"Saranghandago Malhaejweo","1",4.425
"Sarangui Ondo","1",9.2
"Saraswatichandra","1",8.1
"Saraswatichandra","4",7.6
"Saraswatichandra","5",5.8
"Saravanan Meenatchi","1",8.8
"Saraya Abdeen","2",6.1
"Sarazanmai","1",7.78181818181818
"Sarge","1",7.625
"Sargije","1",4.49583333333333
"Sargon of Akkad","\N",7
"Sarinja-ng-Nangam","1",6.9875
"Sarinjaui Syopingmol","1",7.825
"Sarinjaui Syopingmongnok","1",6.925
"Sarkaar","4",9.4
"Sarmasik Zamani","1",7.70909090909091
"Sarpanch","1",9.9125
"Sarpanchi","1",9.23333333333333
"Sarvam Shakthi Mayam","1",9.56
"Sarzamin-e Madari","1",6.89047619047619
"Sarzamin-e Madari","2",5.95789473684211
"Sasaenghwal","1",8.475
"Sasaki to Miyano","1",7.90769230769231
"Sasaki to Pi-chan","1",7.18333333333333
"Sasamekikoto","1",7.61666666666667
"Sasayaku You ni Koi wo Utau","1",7.75
"Sasha Reid and the Midnight Order","1",8.15
"Sasha, the Princess of Darkness","1",5.9
"Sasirekha Parinayam","1",8.5
"Sasmos","1",5.15862068965517
"Sasquatch","1",6.5
"Sassy the Sasquatch","1",9.31666666666667
"Sasur Harami","1",8.8
"Sasural Simar Ka","1",2.7
"Sata lasissa","1",7
"Sathu","1",7.85555555555556
"Satina","1",8.8
"Satisfaction","1",6.14848484848485
"Satisfaction","2",7.565
"Satisfaction","3",7.06
"Satsuriku no Tenshi","1",7.54375
"Saturday Frightmares","1",9.7
"Saturday Frightmares","2",9.7
"Saturday Mash-Up","5",1
"Saturday Morning All Star Hits!","1",8.0125
"Saturday Morning Minions","1",7.3
"Saturday Morning Minions","2",7.29
"Saturday Morning Minions","3",7.37
"Saturday Morning Minions","4",7.29
"Saturday Night Concerts","\N",8.4
"Saturday Night Darren and Brose","1",9.65
"Saturday Night Live","1",6.9875
"Saturday Night Live","10",6.32222222222222
"Saturday Night Live","11",5.87777777777778
"Saturday Night Live","12",6.44
"Saturday Night Live","13",6.2
"Saturday Night Live","14",6.12
"Saturday Night Live","15",6.165
"Saturday Night Live","16",6.38
"Saturday Night Live","17",7.075
"Saturday Night Live","18",6.645
"Saturday Night Live","19",6.27
"Saturday Night Live","2",7.02173913043478
"Saturday Night Live","20",6.805
"Saturday Night Live","21",6.515
"Saturday Night Live","22",5.83
"Saturday Night Live","23",6.065
"Saturday Night Live","24",6.1
"Saturday Night Live","25",6.425
"Saturday Night Live","26",5.915
"Saturday Night Live","27",5.965
"Saturday Night Live","28",5.465
"Saturday Night Live","29",5.685
"Saturday Night Live","3",7.2
"Saturday Night Live","30",5.815
"Saturday Night Live","31",6.28947368421053
"Saturday Night Live","32",6.965
"Saturday Night Live","33",7.1
"Saturday Night Live","34",6.90454545454546
"Saturday Night Live","35",6.65909090909091
"Saturday Night Live","36",6.85454545454546
"Saturday Night Live","37",7.05
"Saturday Night Live","38",6.90476190476191
"Saturday Night Live","39",7.05714285714286
"Saturday Night Live","4",7.075
"Saturday Night Live","40",6.83809523809524
"Saturday Night Live","41",6.67142857142857
"Saturday Night Live","42",6.94761904761905
"Saturday Night Live","43",6.84285714285714
"Saturday Night Live","44",6.68571428571429
"Saturday Night Live","45",6.87222222222222
"Saturday Night Live","46",6.525
"Saturday Night Live","47",6.66190476190476
"Saturday Night Live","48",6.53888888888889
"Saturday Night Live","49",6.605
"Saturday Night Live","5",6.595
"Saturday Night Live","6",5.98461538461538
"Saturday Night Live","7",6.24
"Saturday Night Live","8",6.905
"Saturday Night Live","9",6.17894736842105
"Saturday Night Live Arabia","1",5.95454545454545
"Saturday Night Live Arabia","3",6.9
"Saturday Night Live Arabia","4",4.8
"Saturday Night Live Christmas Special","\N",7.3875
"Saturday Night Live with Howard Cosell","1",7.8
"Saturday Night Live: Cut for Time","\N",6.9
"Saturday Night Live: Weekend Update Thursday","1",5.76666666666667
"Saturday Night Live: Weekend Update Thursday","2",6.6
"Saturday Night Live: Weekend Update Thursday","3",6.5
"Saturday Night Live: Weekend Update Thursday","4",6.96666666666667
"Saturday Night with Connie Chung","1",9.2
"Saturday Night's Main Event","1",6.25
"Saturday Night's Main Event","2",6.78
"Saturday Night's Main Event","3",6.95
"Saturday Night's Main Event","4",7.15714285714286
"Saturday Night's Main Event","5",7.53333333333333
"Saturday Night's Main Event","6",7.1
"Saturday Night's Main Event","7",7
"Saturday Supercade","1",5.48461538461538
"Saturday Supercade","2",5.73846153846154
"Saturdays","1",5.83076923076923
"Saturdays in the South: A History of SEC Football","1",9.1
"Satyajiter Goppo","1",7.25833333333333
"Satyajiter Priyo Golpo","1",7.13333333333333
"Satyamev Jayate","1",8.25
"Satyamev Jayate","2",7.02
"Satyamev Jayate","3",7.21666666666667
"Satyamev Jayate","\N",7.5
"Saudade","1",4.5
"Saui Chanmi","1",9.2
"Saul of the Mole Men","1",5.52
"Sauria","1",8.8
"Sausage Party: Foodtopia","1",6.925
"Sautele","1",7.75
"Sauteli","1",6.7
"Sauté","1",8.3625
"Sauver Lisa","1",7.6
"Sauveur Giordano","1",6.725
"Sauveur Giordano","2",6.775
"Sauveur Giordano","4",6.775
"Savage Beauty","1",6.88333333333333
"Savage Builds","1",7.8125
"Savage Kingdom","1",8.23333333333333
"Savage Kingdom","2",8.275
"Savage Kingdom","3",8.28333333333333
"Savage Kingdom","4",8.01666666666667
"Savage River","1",7.71666666666667
"Savannah","1",7.41666666666667
"Savannah","2",6.54090909090909
"Savasci","1",8.84444444444444
"Savasci","2",9.175
"Savasci","3",8.6
"Savasci","4",8.7
"Savasin Efsaneleri","1",8.65
"Savasin Efsaneleri","2",8.93333333333333
"Savasin Efsaneleri","3",8.6
"Save Brony Fandom","1",7.5
"Save Me","1",7.2
"Save Me","2",7.71666666666667
"Save Our History","\N",8.4
"Save Our Squad","1",6.825
"Save the Supers","1",6.8
"Save the Tigers","1",7.5
"Save the Tigers","2",7.84285714285714
"Saved","1",7.35384615384615
"Saved by the Barn","1",9.3625
"Saved by the Bell","1",7.11538461538461
"Saved by the Bell","2",7.45357142857143
"Saved by the Bell","3",7.49230769230769
"Saved by the Bell","4",7.21923076923077
"Saved by the Bell: The College Years","1",7.35789473684211
"Saved by the Bell: The New Class","1",7.12307692307692
"Saved by the Bell: The New Class","2",5.77692307692308
"Saved by the Bell: The New Class","3",4.59230769230769
"Saved by the Bell: The New Class","4",6.18076923076923
"Saved by the Bell: The New Class","5",7.63529411764706
"Saved by the Bell: The New Class","6",7.25714285714286
"Saved by the Bell: The New Class","7",7.125
"Saving Grace","1",8.29230769230769
"Saving Grace","2",8.49285714285714
"Saving Grace","3",8.34736842105263
"Saving Hope","1",7.69230769230769
"Saving Hope","2",8.05555555555556
"Saving Hope","3",8.02777777777778
"Saving Hope","4",8.07777777777778
"Saving Hope","5",7.75
"Savior Complex","1",7.46666666666667
"Savitri","1",7.8
"Savvatogennimenes","1",9.14545454545455
"Sawaare Sabke Sapne... Preeto","1",8.2
"Saxondale","1",7.44285714285714
"Saxondale","2",7.63333333333333
"Say I Do","1",8.975
"Say Yes to the Dress","1",6.86
"Say Yes to the Dress","10",7.1
"Say Yes to the Dress","11",6.63529411764706
"Say Yes to the Dress","12",6.25384615384615
"Say Yes to the Dress","13",6.8
"Say Yes to the Dress","14",6.8
"Say Yes to the Dress","15",6.06666666666667
"Say Yes to the Dress","16",6.48333333333333
"Say Yes to the Dress","17",5.8
"Say Yes to the Dress","2",6.6
"Say Yes to the Dress","20",7.2
"Say Yes to the Dress","3",7.54
"Say Yes to the Dress","4",7.1
"Say Yes to the Dress","5",6.94444444444444
"Say Yes to the Dress","6",7.18333333333333
"Say Yes to the Dress","7",6.6
"Say Yes to the Dress","8",6.76
"Say Yes to the Dress","9",5.2
"Say Yes to the Dress: Atlanta","1",7.6
"Say Yes to the Dress: Atlanta","10",6.3
"Say Yes to the Dress: Atlanta","3",7.2
"Say Yes to the Dress: Atlanta","7",5.6
"Say Yes to the Dress: Atlanta","8",7.4
"Saygi","1",7.8625
"Saygi","2",7.55
"Saygilar Bizden","1",8
"Sayin Bakanim","1",7.67142857142857
"Sayonara Watashi no Cramer","1",6.98461538461538
"Sayonara zetsubô sensei","1",6.9
"Sazae-san","1",8.25
"Sazan aizu","1",6.45
"Sazan aizu seima densetsu","1",6.6
"Scales of Justice","\N",6
"Scam 1992: The Harshad Mehta Story","1",8.94
"Scam 2003 - The Telgi Story","1",7.79
"Scam City","1",7.64
"Scam City","2",7.24
"Scam Interceptors","2",7.8
"Scam Interceptors","3",7.2
"Scamala: Kamala Harris Unmasked","1",4
"Scams","1",6.7
"Scandal","1",7.85714285714286
"Scandal","2",8.2
"Scandal","3",8.17222222222222
"Scandal","4",7.9
"Scandal","5",7.62857142857143
"Scandal","6",7.675
"Scandal","7",7.46666666666667
"Scandal Made Me Famous","1",7.11666666666667
"Scandal Made Me Famous","2",7.25
"Scandal Made Me Famous","3",6.73333333333333
"Scandimania","1",7.6
"Scandinavian Star","1",7.63333333333333
"Scarborough","1",6.8
"Scare PewDiePie","1",6.87
"Scare PewDiePie","2",8.6
"Scare Tactics","1",9.46818181818182
"Scare Tactics","2",9.475
"Scare Tactics","3",9.46363636363636
"Scare Tactics","4",8.21538461538461
"Scare Tactics","5",9.20769230769231
"Scare Tactics","\N",9.27241379310345
"Scarecrow and Mrs. King","1",7.96666666666667
"Scarecrow and Mrs. King","2",8.05217391304348
"Scarecrow and Mrs. King","3",8.12272727272727
"Scarecrow and Mrs. King","4",8.15
"Scared Famous","1",5.825
"Scared of the Dark","1",7.12
"Scaredy Cats","1",7.6
"Scaredy Squirrel","1",6.5
"Scariest Night of My Life","1",6.58
"Scariest Places on Earth","1",6.625
"Scarlet Nexus","1",6.60909090909091
"Scarlet and Black","1",7.6
"Scarlett","1",7.25
"Scary Endings","1",6.31
"Scary Endings","2",6.15
"Scary Endings","3",5.8
"Scary Stories to Tell in the Dark","1",5.9375
"Scary Stories to Tell in the Dark","2",6.71052631578947
"Scary Tales","1",6.6
"Scavengers Reign","1",8.44166666666667
"Scene","16",8.7
"Scene","25",8
"Scene","29",4.7
"Scene","5",6.9
"Scene","6",5.8
"Scene at 6:30","\N",8.1
"Scene by Scene","1",7.7
"Scene of the Crime with Tony Harris","1",5.9
"Scene of the Crime with Tony Harris","2",7.7
"Scener ur ett äktenskap","1",8.51666666666667
"Scenes from a Hat","1",2.7
"Scenes from a Hat","2",1.5
"Scenes from a Marriage","1",8.32
"Scenic Rhapsody","1",10
"Schaffrillas Productions","1",6.23181818181818
"Schafs","2",10
"Schastlivy vmeste","1",6.625
"Schastlivy vmeste","2",7.65473684210526
"Schastlivy vmeste","3",7
"Scheibenwischer","\N",8
"Schickeria","1",5.8
"Schild und Schwert","1",7.3
"Schillerstraße","1",6.8
"Schillerstraße","2",6.69090909090909
"Schimanski","1",6.49411764705882
"Schitt$ Creek","1",7.49230769230769
"Schitt$ Creek","2",7.81538461538462
"Schitt$ Creek","3",7.93076923076923
"Schitt$ Creek","4",8.16153846153846
"Schitt$ Creek","5",8.13571428571429
"Schitt$ Creek","6",8.27142857142857
"Schlachthof","1",2.6
"Schlafende Hunde","1",6.98333333333333
"Schlafschafe","1",5.36666666666667
"Schlag den Besten","4",7.4
"Schlag den Raab","1",6.9
"Schlag den Raab","2",7.55
"Schlag den Raab","3",7.56666666666667
"Schlag den Raab","4",7.96666666666667
"Schlag den Raab","5",8.15
"Schlag den Raab","6",7.775
"Schlag den Star","1",5.2
"Schlag den Star","15",7.2
"Schlag den Star","2",7.4
"Schlag den Star","3",6.46666666666667
"Schlag den Star","4",5.9
"Schlag den Star","5",7.5
"Schlag den Star","6",6.375
"Schlag den Star","7",7.8
"Schlag den Star","8",6.2
"Schlag den Star","9",6.65
"Schlawiner","1",7.05454545454545
"Schlawiner","2",7.8
"Schlitz Playhouse of Stars","1",6.75
"Schlitz Playhouse of Stars","2",7.125
"Schlitz Playhouse of Stars","3",7.29285714285714
"Schlitz Playhouse of Stars","4",7.8
"Schlitz Playhouse of Stars","5",7.65
"Schlitz Playhouse of Stars","6",7.1
"Schlitz Playhouse of Stars","7",7.6625
"Schlitz Playhouse of Stars","8",7.96666666666667
"Schloss Einstein","1",6.79285714285714
"Schloss Einstein","10",5.8125
"Schloss Einstein","11",5.72857142857143
"Schloss Einstein","14",5.56
"Schloss Einstein","15",5.5
"Schloss Einstein","16",6.1
"Schloss Einstein","2",6.70789473684211
"Schloss Einstein","3",6.2975
"Schloss Einstein","4",6.2625
"Schloss Einstein","6",5.6
"Schloss Einstein","7",6.34
"Schloss Einstein","8",5.8
"Schloss Einstein","9",5.76666666666667
"Schloßhotel Orth","1",4.3
"Schloßhotel Orth","9",7.4
"Schlupp vom grünen Stern","1",6.4
"Schlösserwelten Europas","1",7.1
"Schmidt & Pocher","1",8.01052631578947
"Schmidt & Pocher","2",5.4
"Schmidteinander","1",7.6
"Schmidteinander","2",8.11111111111111
"Schmidteinander","3",8.32222222222222
"Schmidteinander","4",8.4
"Schmidteinander","5",7.2
"Schmigadoon!","1",7.81666666666667
"Schmigadoon!","2",8.05
"Schmokk","1",6.5
"Schnee","1",6.15
"Schneekind - Ein Schwarzwaldkrimi","1",5.25
"Schnell ermittelt","1",7.11
"Schnell ermittelt","2",7.275
"Schnell ermittelt","3",8.02
"Schnell ermittelt","4",7.83846153846154
"Schnell ermittelt","5",7.39090909090909
"Schnell ermittelt","6",7.39
"Schnell ermittelt","7",7.22
"Schnell ermittelt","\N",7.55
"Schneller als die Angst","1",6.71666666666667
"Schnitzel XXL","1",6.91666666666667
"Scholar Ryu's Wedding","1",7.48571428571429
"School 2013","1",7.29375
"School Friends","1",9.1
"School Rumble","1",8.13571428571429
"School Rumble","2",8.34615384615385
"School Spirits","1",7.86153846153846
"School Tales the Series","1",5.6625
"School Trek","1",6.3
"School Trek","2",7.26666666666667
"School of Champions","1",7.525
"School of Chocolate","1",7.4625
"School of Comedy","1",7.86666666666667
"School of Drama","1",8.33529411764706
"School of Drama","2",8.23333333333333
"School of Lies","1",6.4625
"School of Rock","1",6.91666666666667
"School of Rock","2",7.10769230769231
"School of Rock","3",7.96
"School of Thrones","1",4.9
"School of mice","2",7.6
"Schooled","1",7.23076923076923
"Schooled","2",7.35714285714286
"Schoolhouse Rock!","1",7.47272727272727
"Schoolhouse Rock!","2",8.26666666666667
"Schoolhouse Rock!","3",7.54444444444445
"Schoolhouse Rock!","4",7.91666666666667
"Schoolhouse Rock!","5",6.425
"Schoolhouse Rock!","6",6.375
"Schoolhouse Rock!","7",7.425
"Schuld","1",6.7
"Schuld","2",6.875
"Schuld","3",7.2
"Schuldig","1",8.6
"Schulmeister, espion de l'empereur","1",8.2
"Schulmädchen","1",7.45714285714286
"Schulmädchen","2",6.5875
"Schulz & Böhmermann","1",7.875
"Schulz & Schulz","1",6.7
"Schulz Saves America","1",6.9
"Schwarz Rot Gold","1",7.57222222222222
"Schwarzesmarken","1",6.59166666666667
"Schwurgericht","2",3.4
"Sci Fi Science: Physics of the Impossible","1",7.36666666666667
"Sci Fi Science: Physics of the Impossible","2",7.3
"Sci-Fi Saved My Life","\N",7
"Science Britannica","1",8.13333333333333
"Science Channel Presents","1",9
"Science Court","1",7.3
"Science Fair: The Series","1",8.2
"Science Fiction Theatre","1",7.12051282051282
"Science Fiction Theatre","2",7.23076923076923
"Science and Islam","1",7.96666666666667
"Science and the Swastika","1",7.9
"Science grand format","2",7
"Science grand format","3",7.15
"Science grand format","5",7.4
"Science grand format","6",7.08
"Science grand format","7",6.6
"Science grand format","8",7.7
"Science grand format","\N",7
"Science of Star Wars","1",7.03333333333333
"Science of Stupid","1",7.49090909090909
"Science of Stupid","2",7.45
"Science of the Bible","\N",6.3
"Science of the Movies","1",7.1
"Sciences","\N",7.2
"Scientific American Frontiers","14",7.2
"Scientific American Frontiers","15",6.2
"Sciography","1",8.8
"Scomparsa","1",6
"Scooby Doo, Where Are You!","1",7.9
"Scooby Doo, Where Are You!","2",7.8875
"Scooby Doo, Where Are You!","3",7.575
"Scooby's All Star Laff-A-Lympics","1",6.53125
"Scooby's All Star Laff-A-Lympics","2",6.5
"Scooby's All Star Laff-A-Lympics","\N",5.9
"Scooby-Doo and Guess Who?","1",6.99615384615385
"Scooby-Doo and Guess Who?","2",6.71153846153846
"Scooby-Doo and Scrappy-Doo","1",7.1
"Scooby-Doo and Scrappy-Doo","2",6.1
"Scooby-Doo and Scrappy-Doo","3",6.23333333333333
"Scooby-Doo and Scrappy-Doo","4",6.23076923076923
"Scooby-Doo and Scrappy-Doo","5",7.05384615384615
"Scooby-Doo! Mystery Incorporated","1",7.94615384615385
"Scooby-Doo! Mystery Incorporated","2",8.15384615384615
"Scoop","1",7.45
"Scoot","1",7.98571428571429
"Scorch","1",6.7
"Scorned: Love Kills","1",8.26666666666667
"Scorned: Love Kills","2",7.76
"Scorned: Love Kills","3",7.4375
"Scorned: Love Kills","4",6.78
"Scorned: Love Kills","5",7.17142857142857
"Scorned: Love Kills","6",7.1
"Scorpion","1",7.58636363636364
"Scorpion","2",7.76666666666667
"Scorpion","3",7.572
"Scorpion","4",7.40454545454546
"Scorpion Tales","1",6.86666666666667
"Scot Squad","1",4.9
"Scot Squad","3",7.8
"Scot Squad","4",8.23333333333333
"Scot Squad","5",8.05
"Scot Squad","6",7
"Scotland Today","\N",8
"Scotland Yard","1",8
"Scotland's Sacred Islands with Ben Fogle","1",7.775
"Scott & Bailey","1",7.71666666666667
"Scott & Bailey","2",7.625
"Scott & Bailey","3",7.8125
"Scott & Bailey","4",7.7125
"Scott & Bailey","5",7.7
"Scott Baio Is 45... And Single","1",8.375
"Scott Baio Is 45... And Single","2",8.76666666666667
"Scott Pilgrim Takes Off","1",7.8875
"Scott the Woz","1",8.01372549019608
"Scott the Woz","2",8.45882352941176
"Scott the Woz","3",8.82549019607843
"Scott the Woz","4",8.74782608695652
"Scott the Woz","5",8.67142857142857
"Scott the Woz","6",8.495
"Scott the Woz","7",8.675
"Scott the Woz","\N",7.36
"Scott's Vacation House Rules","1",7.7
"Scoundrels","1",4.225
"Scouting for Girls: Fashion's Darkest Secret","1",7.3
"Scouting for Toys","1",7.4
"Scrapheap","1",8.03333333333333
"Scrapheap","2",8
"Scrapyard Wars","1",9.7
"Scrapyard Wars","2",9.53333333333333
"Scrapyard Wars","3",9.5
"Scrapyard Wars","4",9.25
"Scrapyard Wars","5",9.5
"Scrapyard Wars","6",9.4
"Scrapyard Wars","7",9.8
"Scream","1",7.58
"Scream","2",7.84615384615385
"Scream","3",5.46666666666667
"Scream Queens","1",7.72857142857143
"Scream Queens","2",7.75
"Screen Directors Playhouse","1",6.25428571428571
"Screen Junkies Movie Fights","1",7.38076923076923
"Screen Junkies Movie Fights","2",7.5
"Screen Junkies Movie Fights","3",7.64210526315789
"Screen Junkies Movie Fights","4",7.79090909090909
"Screen Junkies Movie Fights","5",8.5
"Screen Junkies Movie Fights","6",7.3
"Screen Junkies Movie Fights","7",6.7
"Screen Junkies Movie Fights","9",7.7
"Screen Junkies Movie Fights","\N",7.45
"Screen Junkies Roasts","1",7.8
"Screen One","1",7.06
"Screen One","2",7.075
"Screen One","3",7.3625
"Screen One","4",6.42857142857143
"Screen One","5",7.175
"Screen One","6",6.94285714285714
"Screen One","8",7.1
"Screen One","9",6.3
"Screen Two","1",7.3375
"Screen Two","10",7.16363636363636
"Screen Two","11",7.08571428571429
"Screen Two","12",7.4
"Screen Two","13",7.3
"Screen Two","14",6.96666666666667
"Screen Two","15",7.36
"Screen Two","2",6.79090909090909
"Screen Two","3",7.4
"Screen Two","4",7.18571428571429
"Screen Two","5",7.7375
"Screen Two","6",7.24
"Screen Two","7",6.77
"Screen Two","8",7.77272727272727
"Screen Two","9",6.6125
"ScreenPlay Firsts","4",5.7
"Screenland","\N",7
"Screenplay","1",7.7
"Screenplay","2",7.51666666666667
"Screenplay","3",8.3
"Screenplay","4",6.575
"Screenplay","5",7.22857142857143
